Gene,five_prime_utr,three_prime_utr,mtif_support
YKL006W,19.0,98.0,1342
YKL007W,41.0,138.0,746
YKL008C,41.0,131.0,16
YKL009W,39.0,93.0,72
YKL010C,88.0,59.0,3
YKL011C,3.0,82.0,29
YKL012W,63.0,138.0,41
YKL013C,45.0,172.0,174
YKL014C,,,0
YKL015W,98.0,102.0,7
YKL016C,71.0,95.0,458
YKL017C,8.0,111.0,16
YKL018C-A,41.0,89.0,1079
YKL018W,40.0,126.0,19
YKL019W,19.0,76.0,63
YKL020C,53.0,90.0,5
YKL021C,,,0
YKL022C,,,0
YKL023C-A,37.0,719.0,6
YKL023W,27.0,153.0,21
YKL024C,225.0,99.0,98
YKL025C,34.0,60.0,80
YKL026C,144.0,181.0,6
YKL027W,57.0,107.0,111
YKL028W,44.0,314.0,64
YKL029C,24.0,120.0,8
YKL030W,,,0
YKL031W,,,0
YKL032C,94.0,158.0,1
YKL033W,6.0,439.0,2
YKL033W-A,76.0,70.0,157
YKL034W,45.0,113.0,39
YKL035W,71.0,168.0,483
YKL036C,24.0,332.0,5
YKL037W,66.0,1805.0,1
YKL038W,235.0,166.0,6
YKL039W,118.0,235.0,84
YKL040C,44.0,250.0,382
YKL041W,94.0,77.0,225
YKL042W,138.0,207.0,27
YKL043W,267.0,174.0,8
YKL044W,109.0,120.0,5
YKL045W,73.0,103.0,83
YKL046C,240.0,232.0,6
YKL047W,21.0,104.0,12
YKL048C,85.0,181.0,2
YKL049C,44.0,112.0,18
YKL050C,708.0,184.0,1
YKL051W,135.0,173.0,5
YKL052C,23.0,40.0,171
YKL053C-A,86.0,117.0,146
YKL053W,419.0,1280.0,2
YKL054C,97.0,215.0,11
YKL055C,34.0,1084.0,18
YKL056C,33.0,175.0,1866
YKL057C,49.0,50.0,23
YKL058W,30.0,219.0,101
YKL059C,70.0,90.0,31
YKL060C,24.0,52.0,12211
YKL061W,17.0,161.0,8
YKL062W,105.0,424.0,14
YKL063C,166.0,171.0,355
YKL064W,158.0,36.0,2
YKL065C,36.0,138.0,1906
YKL065W-A,1196.0,357.0,4
YKL066W,523.0,808.0,4
YKL067W,54.0,183.0,840
YKL068W,120.0,102.0,29
YKL068W-A,45.0,329.0,23
YKL069W,8.0,31.0,153
YKL070W,298.0,259.0,1
YKL071W,775.0,177.0,3
YKL072W,238.0,134.0,2
YKL073W,39.0,93.0,6
YKL074C,24.0,74.0,73
YKL075C,85.0,163.0,100
YKL076C,1172.0,45.0,100
YKL077W,64.0,202.0,67
YKL078W,33.0,84.0,664
YKL079W,93.0,73.0,15
YKL080W,87.0,51.0,29
YKL081W,25.0,205.0,2492
YKL082C,50.0,110.0,3
YKL083W,758.0,2603.0,2
YKL084W,51.0,161.0,12
YKL085W,81.0,35.0,2423
YKL086W,18.0,56.0,14
YKL087C,99.0,134.0,161
YKL088W,29.0,210.0,138
YKL089W,25.0,58.0,15
YKL090W,5.0,165.0,75
YKL091C,43.0,95.0,14
YKL092C,76.0,216.0,4
YKL093W,61.0,156.0,24
YKL094W,23.0,89.0,191
YKL095W,182.0,1266.0,86
YKL096C-B,,,0
YKL096W,47.0,94.0,1225
YKL096W-A,48.0,174.0,13954
YKL097C,103.0,452.0,1
YKL098W,26.0,84.0,30
YKL099C,75.0,104.0,82
YKL100C,23.0,241.0,262
YKL100W-A,608.0,399.0,0
YKL101W,261.0,56.0,3
YKL102C,2.0,311.0,1
YKL103C,54.0,177.0,90
YKL104C,202.0,241.0,79
YKL104W-A,,,0
YKL105C,199.0,197.0,2
YKL106C-A,3.0,895.0,2
YKL106W,100.0,129.0,3
YKL107W,34.0,141.0,2
YKL108W,194.0,67.0,6
YKL109W,271.0,141.0,61
YKL110C,246.0,130.0,9
YKL111C,,,0
YKL112W,167.0,141.0,660
YKL113C,0.0,108.0,41
YKL114C,46.0,85.0,150
YKL115C,,,0
YKL116C,200.0,142.0,22
YKL117W,31.0,219.0,499
YKL118W,,,0
YKL119C,43.0,122.0,23
YKL120W,81.0,185.0,45
YKL121W,215.0,124.0,4
YKL122C,34.0,90.0,35
YKL123W,1574.0,65.0,9
YKL124W,124.0,156.0,9
YKL125W,91.0,159.0,23
YKL126W,208.0,73.0,32
YKL127W,25.0,144.0,604
YKL128C,31.0,161.0,37
YKL129C,92.0,104.0,2
YKL130C,50.0,141.0,25
YKL131W,302.0,49.0,1
YKL132C,136.0,144.0,6
YKL133C,13.0,47.0,17
YKL134C,52.0,263.0,20
YKL135C,85.0,78.0,12
YKL136W,519.0,2.0,1
YKL137W,66.0,150.0,273
YKL138C,87.0,78.0,125
YKL138C-A,22.0,282.0,15
YKL139W,177.0,63.0,7
YKL140W,274.0,163.0,25
YKL141W,37.0,118.0,1295
YKL142W,65.0,140.0,51
YKL143W,54.0,81.0,340
YKL144C,12.0,127.0,14
YKL145W,23.0,63.0,159
YKL145W-A,768.0,629.0,159
YKL146W,21.0,86.0,370
YKL147C,,,0
YKL148C,152.0,180.0,9
YKL149C,20.0,151.0,9
YKL150W,82.0,104.0,5
YKL151C,5.0,1109.0,2
YKL152C,23.0,134.0,20001
YKL153W,,,0
YKL154W,80.0,65.0,140
YKL155C,3.0,45.0,4
YKL156C-A,100.0,54.0,0
YKL156W,18.0,207.0,89
YKL157W,24.0,144.0,25
YKL159C,40.0,103.0,10
YKL160W,8.0,72.0,234
YKL161C,68.0,332.0,18
YKL162C,109.0,141.0,17
YKL162C-A,61.0,372.0,1
YKL163W,78.0,397.0,4
YKL164C,75.0,258.0,168
YKL165C,57.0,114.0,8
YKL165C-A,3.0,1512.0,1
YKL166C,163.0,220.0,908
YKL167C,20.0,152.0,228
YKL168C,10.0,65.0,65
YKL169C,123.0,396.0,2
YKL170W,73.0,136.0,234
YKL171W,77.0,149.0,5
YKL172W,29.0,99.0,1099
YKL173W,25.0,103.0,10
YKL174C,86.0,82.0,128
YKL175W,46.0,84.0,186
YKL176C,346.0,92.0,14
YKL177W,39.0,193.0,1
YKL178C,43.0,277.0,4
YKL179C,55.0,127.0,7
YKL180W,21.0,109.0,2696
YKL181W,176.0,73.0,1802
YKL182W,,,0
YKL183C-A,976.0,65.0,0
YKL183W,143.0,128.0,162
YKL184W,160.0,283.0,288
YKL185W,348.0,113.0,119
YKL186C,60.0,100.0,159
YKL187C,38.0,171.0,1
YKL188C,113.0,85.0,1
YKL189W,99.0,218.0,36
YKL190W,46.0,168.0,774
YKL191W,30.0,93.0,54
YKL192C,25.0,143.0,1276
YKL193C,39.0,106.0,6
YKL194C,39.0,209.0,12
YKL195W,34.0,129.0,9459
YKL196C,47.0,160.0,245
YKL197C,32.0,418.0,2
YKL198C,308.0,116.0,5
YKL201C,61.0,173.0,1
YKL202W,,,0
YKL203C,,,0
YKL204W,34.0,174.0,112
YKL205W,31.0,126.0,2
YKL206C,22.0,66.0,76
YKL207W,31.0,52.0,320
YKL208W,21.0,73.0,20
YKL209C,,,0
YKL210W,38.0,14.0,2
YKL211C,77.0,158.0,1
YKL212W,201.0,94.0,2
YKL213C,38.0,75.0,119
YKL214C,64.0,56.0,63
YKL215C,31.0,168.0,1
YKL216W,42.0,306.0,39
YKL217W,51.0,106.0,20
YKL218C,129.0,200.0,4
YKL219W,,,0
YKL220C,155.0,176.0,2
YKL221W,22.0,147.0,1
YKL222C,118.0,282.0,10
YKL223W,,,0
YKL224C,,,0
YKL225W,,,0
YKR001C,68.0,124.0,164
YKR002W,205.0,55.0,69
YKR003W,108.0,89.0,26
YKR004C,44.0,48.0,11
YKR005C,1061.0,229.0,6
YKR006C,11.0,91.0,141
YKR007W,17.0,84.0,110
YKR008W,32.0,125.0,72
YKR009C,77.0,134.0,2
YKR010C,83.0,103.0,7
YKR011C,108.0,115.0,16
YKR012C,910.0,455.0,4
YKR013W,40.0,127.0,1617
YKR014C,143.0,95.0,163
YKR015C,696.0,201.0,2
YKR016W,46.0,276.0,133
YKR017C,144.0,150.0,13
YKR018C,39.0,153.0,155
YKR019C,111.0,83.0,8
YKR020W,8.0,237.0,54
YKR021W,69.0,136.0,16
YKR022C,29.0,124.0,15
YKR023W,64.0,84.0,13
YKR024C,27.0,77.0,75
YKR025W,31.0,102.0,91
YKR026C,87.0,179.0,66
YKR027W,99.0,79.0,11
YKR028W,44.0,137.0,11
YKR029C,5.0,107.0,17
YKR030W,52.0,116.0,65
YKR031C,,,0
YKR032W,204.0,24.0,0
YKR033C,,,0
YKR034W,186.0,77.0,0
YKR035C,1055.0,214.0,1
YKR035W-A,17.0,130.0,6
YKR036C,30.0,119.0,132
YKR037C,19.0,166.0,16
YKR038C,9.0,109.0,30
YKR039W,64.0,105.0,10
YKR040C,,,0
YKR041W,19.0,414.0,21
YKR042W,207.0,234.0,2157
YKR043C,20.0,153.0,426
YKR044W,69.0,68.0,104
YKR045C,28.0,1551.0,25
YKR046C,9.0,164.0,98
YKR047W,,,0
YKR048C,19.0,132.0,101
YKR049C,18.0,63.0,13
YKR050W,949.0,73.0,5
YKR051W,117.0,76.0,62
YKR052C,71.0,352.0,35
YKR053C,201.0,91.0,19
YKR054C,,,0
YKR055W,51.0,302.0,17
YKR056W,,,0
YKR057W,30.0,178.0,8329
YKR058W,181.0,88.0,10
YKR059W,28.0,111.0,2530
YKR060W,27.0,65.0,32
YKR061W,82.0,70.0,21
YKR062W,61.0,121.0,41
YKR063C,6.0,113.0,145
YKR064W,44.0,164.0,7
YKR065C,29.0,120.0,198
YKR066C,20.0,92.0,62
YKR067W,107.0,155.0,236
YKR068C,48.0,106.0,161
YKR069W,162.0,27.0,14
YKR070W,4.0,184.0,167
YKR071C,63.0,264.0,28
YKR072C,193.0,100.0,59
YKR073C,,,0
YKR074W,0.0,124.0,140
YKR075C,35.0,162.0,4
YKR075W-A,995.0,343.0,2
YKR076W,77.0,40.0,5
YKR077W,25.0,101.0,11
YKR078W,17.0,43.0,28
YKR079C,204.0,146.0,5
YKR080W,58.0,150.0,26
YKR081C,21.0,94.0,100
YKR082W,48.0,80.0,3
YKR083C,68.0,219.0,11
YKR084C,52.0,108.0,275
YKR085C,19.0,88.0,39
YKR086W,24.0,93.0,31
YKR087C,22.0,100.0,78
YKR088C,13.0,68.0,56
YKR089C,77.0,82.0,20
YKR090W,173.0,141.0,248
YKR091W,32.0,128.0,13
YKR092C,29.0,247.0,31
YKR093W,94.0,200.0,499
YKR094C,27.0,188.0,2222
YKR095W,,,0
YKR095W-A,14.0,121.0,79
YKR096W,247.0,106.0,3
YKR097W,141.0,31.0,27
YKR098C,137.0,84.0,14
YKR099W,257.0,108.0,13
YKR100C,351.0,463.0,38
YKR101W,10.0,232.0,37
YKR102W,,,0
YKR103W,,,0
YKR104W,657.0,295.0,2
YKR105C,,,0
YKR106W,,,0
YLL001W,63.0,167.0,141
YLL002W,24.0,74.0,6
YLL003W,5.0,60.0,9
YLL004W,17.0,75.0,34
YLL005C,,,0
YLL006W,38.0,35.0,17
YLL006W-A,4.0,1380.0,1
YLL007C,87.0,185.0,17
YLL008W,30.0,111.0,119
YLL009C,31.0,120.0,55
YLL010C,242.0,349.0,4
YLL011W,11.0,81.0,133
YLL012W,57.0,87.0,8
YLL013C,246.0,397.0,2
YLL014W,18.0,142.0,322
YLL015W,119.0,65.0,3
YLL018C,39.0,153.0,613
YLL018C-A,58.0,617.0,757
YLL019C,,,0
YLL019W-A,,,0
YLL020C,144.0,15.0,3
YLL021W,,,0
YLL022C,0.0,58.0,19
YLL023C,30.0,143.0,116
YLL024C,30.0,134.0,3768
YLL025W,35.0,236.0,2
YLL026W,56.0,90.0,37
YLL027W,99.0,129.0,123
YLL028W,134.0,391.0,13
YLL029W,103.0,104.0,61
YLL030C,,,0
YLL031C,53.0,93.0,20
YLL032C,105.0,674.0,2
YLL033W,6.0,532.0,7
YLL034C,38.0,151.0,19
YLL035W,102.0,136.0,22
YLL036C,27.0,60.0,39
YLL037W,846.0,730.0,2
YLL038C,34.0,540.0,3
YLL039C,97.0,119.0,13
YLL040C,,,0
YLL041C,44.0,368.0,26
YLL042C,50.0,107.0,2
YLL043W,38.0,166.0,15
YLL044W,,,0
YLL045C,23.0,77.0,5580
YLL046C,,,0
YLL047W,3.0,221.0,0
YLL048C,,,0
YLL049W,,,0
YLL050C,25.0,124.0,10263
YLL051C,14.0,188.0,22
YLL052C,32.0,508.0,3
YLL053C,432.0,99.0,3
YLL054C,28.0,360.0,20
YLL055W,303.0,40.0,4
YLL056C,312.0,125.0,7
YLL057C,,,0
YLL058W,60.0,87.0,64
YLL059C,216.0,1558.0,5
YLL060C,855.0,222.0,15
YLL061W,16.0,53.0,273
YLL062C,1.0,33.0,5
YLL063C,304.0,44.0,2
YLL064C,,,0
YLL065W,,,0
YLL066C,,,0
YLL066W-A,,,0
YLL066W-B,,,0
YLL067C,,,0
YLL067W-A,,,0
YLR001C,31.0,56.0,7
YLR002C,50.0,67.0,290
YLR003C,18.0,89.0,41
YLR004C,59.0,66.0,4
YLR005W,37.0,217.0,129
YLR006C,172.0,76.0,2
YLR007W,7.0,63.0,24
YLR008C,98.0,272.0,156
YLR009W,140.0,128.0,975
YLR010C,11.0,126.0,8
YLR011W,85.0,294.0,21
YLR012C,100.0,252.0,1
YLR013W,,,0
YLR014C,,,0
YLR015W,53.0,172.0,123
YLR016C,42.0,101.0,14
YLR017W,8.0,80.0,25
YLR018C,56.0,100.0,141
YLR019W,298.0,254.0,21
YLR020C,39.0,177.0,101
YLR021W,32.0,48.0,46
YLR022C,1.0,62.0,443
YLR023C,122.0,408.0,79
YLR024C,,,0
YLR025W,83.0,130.0,25
YLR026C,115.0,109.0,47
YLR027C,28.0,63.0,1284
YLR028C,209.0,96.0,308
YLR029C,23.0,135.0,1577
YLR030W,105.0,725.0,0
YLR031W,112.0,32.0,1
YLR032W,49.0,52.0,3
YLR033W,53.0,193.0,99
YLR034C,165.0,160.0,1075
YLR035C,39.0,266.0,5
YLR036C,40.0,197.0,13
YLR037C,945.0,151.0,13
YLR038C,50.0,317.0,874
YLR039C,,,0
YLR040C,85.0,150.0,2
YLR041W,460.0,948.0,4
YLR042C,27.0,106.0,21
YLR043C,46.0,94.0,288
YLR044C,30.0,77.0,25409
YLR045C,58.0,142.0,7
YLR046C,166.0,54.0,73
YLR047C,248.0,438.0,2
YLR048W,42.0,219.0,7355
YLR049C,191.0,103.0,131
YLR050C,11.0,92.0,10
YLR051C,21.0,101.0,82
YLR052W,6.0,119.0,28
YLR053C,22.0,105.0,2
YLR054C,,,0
YLR055C,39.0,30.0,2
YLR056W,78.0,127.0,1822
YLR057W,54.0,111.0,11
YLR058C,39.0,149.0,1915
YLR059C,3.0,184.0,64
YLR060W,37.0,99.0,143
YLR061W,21.0,91.0,3098
YLR062C,30.0,50.0,0
YLR063W,1.0,444.0,1
YLR064W,13.0,84.0,44
YLR065C,32.0,112.0,1335
YLR066W,35.0,93.0,59
YLR067C,110.0,79.0,3
YLR068W,25.0,109.0,62
YLR069C,19.0,155.0,58
YLR070C,49.0,133.0,1
YLR071C,52.0,140.0,4
YLR072W,20.0,53.0,634
YLR073C,105.0,79.0,249
YLR074C,22.0,67.0,234
YLR075W,21.0,141.0,4859
YLR076C,,,0
YLR077W,27.0,171.0,79
YLR078C,53.0,77.0,192
YLR079W,40.0,154.0,104
YLR080W,18.0,80.0,2
YLR081W,52.0,88.0,13828
YLR082C,37.0,349.0,133
YLR083C,164.0,166.0,165
YLR084C,51.0,89.0,2
YLR085C,33.0,103.0,34
YLR086W,56.0,367.0,2
YLR087C,,,0
YLR088W,32.0,170.0,122
YLR089C,304.0,78.0,234
YLR090W,89.0,98.0,10
YLR091W,32.0,266.0,3
YLR092W,31.0,153.0,1
YLR093C,73.0,213.0,109
YLR094C,34.0,119.0,466
YLR095C,29.0,58.0,26
YLR096W,207.0,121.0,1
YLR097C,81.0,109.0,6
YLR098C,12.0,145.0,104
YLR099C,100.0,46.0,22
YLR099W-A,26.0,61.0,695
YLR100W,27.0,80.0,85
YLR101C,,,0
YLR102C,13.0,137.0,33
YLR103C,70.0,78.0,52
YLR104W,40.0,61.0,629
YLR105C,67.0,89.0,12
YLR106C,,,0
YLR107W,16.0,104.0,8
YLR108C,50.0,142.0,11
YLR109W,37.0,68.0,8953
YLR110C,43.0,86.0,99079
YLR111W,731.0,642.0,2
YLR112W,43.0,155.0,230
YLR113W,174.0,134.0,47
YLR114C,65.0,397.0,12
YLR115W,24.0,148.0,9
YLR116W,4.0,202.0,21
YLR117C,12.0,124.0,121
YLR118C,35.0,103.0,1243
YLR119W,121.0,82.0,1
YLR120C,113.0,345.0,42
YLR120W-A,92.0,16.0,4
YLR121C,26.0,143.0,570
YLR122C,166.0,70.0,5
YLR123C,261.0,94.0,7
YLR124W,,,0
YLR125W,12.0,896.0,4
YLR126C,73.0,231.0,15
YLR127C,79.0,160.0,2
YLR128W,25.0,234.0,15
YLR129W,56.0,142.0,49
YLR130C,143.0,43.0,13
YLR131C,155.0,74.0,2
YLR132C,27.0,367.0,15
YLR133W,24.0,453.0,10
YLR134W,43.0,123.0,33
YLR135W,64.0,153.0,5
YLR136C,41.0,240.0,24
YLR137W,7.0,55.0,13
YLR138W,154.0,72.0,3
YLR139C,22.0,162.0,31
YLR140W,,,0
YLR141W,33.0,423.0,52
YLR142W,36.0,46.0,71
YLR143W,11.0,84.0,34
YLR144C,13.0,197.0,6
YLR145W,9.0,43.0,16
YLR146C,30.0,86.0,38
YLR146W-A,27.0,86.0,39
YLR147C,31.0,108.0,159
YLR148W,30.0,134.0,7
YLR149C,59.0,189.0,4
YLR149C-A,,,0
YLR150W,26.0,127.0,2301
YLR151C,1.0,266.0,35
YLR152C,72.0,86.0,11
YLR153C,31.0,261.0,536
YLR154C,83.0,67.0,28
YLR154C-G,,,0
YLR154C-H,,,0
YLR154W-A,,,0
YLR154W-B,,,0
YLR154W-C,,,0
YLR154W-E,,,0
YLR154W-F,,,0
YLR155C,,,0
YLR156C-A,,,0
YLR156W,,,0
YLR157C,,,0
YLR157C-C,,,0
YLR157W-D,,,0
YLR157W-E,,,0
YLR158C,,,0
YLR159C-A,,,0
YLR159W,,,0
YLR160C,,,0
YLR161W,,,0
YLR162W,,,0
YLR162W-A,,,0
YLR163C,28.0,101.0,66
YLR163W-A,,,0
YLR164W,140.0,107.0,11
YLR165C,8.0,123.0,7
YLR166C,36.0,45.0,18
YLR167W,57.0,48.0,12780
YLR168C,25.0,125.0,100
YLR169W,881.0,46.0,0
YLR170C,47.0,254.0,212
YLR171W,137.0,51.0,0
YLR172C,28.0,69.0,241
YLR173W,66.0,364.0,232
YLR174W,2236.0,99.0,7
YLR175W,29.0,123.0,1678
YLR176C,506.0,99.0,1
YLR177W,49.0,74.0,9
YLR178C,30.0,54.0,24
YLR179C,77.0,94.0,777
YLR180W,56.0,248.0,1841
YLR181C,67.0,101.0,91
YLR182W,33.0,121.0,57
YLR183C,47.0,150.0,32
YLR184W,,,0
YLR185W,21.0,97.0,10324
YLR186W,57.0,60.0,66
YLR187W,231.0,154.0,2
YLR188W,83.0,138.0,46
YLR189C,60.0,129.0,2
YLR190W,316.0,371.0,27
YLR191W,49.0,74.0,9
YLR192C,49.0,234.0,368
YLR193C,47.0,166.0,80
YLR194C,20.0,67.0,56
YLR195C,31.0,71.0,75
YLR196W,74.0,126.0,154
YLR197W,36.0,186.0,303
YLR198C,,,0
YLR199C,40.0,147.0,27
YLR200W,28.0,127.0,245
YLR201C,27.0,100.0,492
YLR202C,1380.0,783.0,11
YLR203C,56.0,117.0,1053
YLR204W,30.0,162.0,262
YLR205C,38.0,64.0,3
YLR206W,,,0
YLR207W,64.0,58.0,27
YLR208W,90.0,270.0,65
YLR209C,6.0,185.0,34
YLR210W,65.0,173.0,7
YLR211C,50.0,363.0,19
YLR212C,15.0,147.0,67
YLR213C,0.0,119.0,12
YLR214W,49.0,131.0,120
YLR215C,42.0,105.0,17
YLR216C,31.0,112.0,553
YLR217W,72.0,243.0,3
YLR218C,81.0,104.0,1
YLR219W,195.0,159.0,130
YLR220W,153.0,181.0,91
YLR221C,45.0,202.0,189
YLR222C,19.0,98.0,183
YLR222C-A,1960.0,9.0,3
YLR223C,,,0
YLR224W,156.0,85.0,71
YLR225C,44.0,123.0,5
YLR226W,36.0,511.0,10
YLR227C,338.0,148.0,2
YLR228C,203.0,216.0,8
YLR229C,209.0,90.0,399
YLR230W,,,0
YLR231C,27.0,82.0,59
YLR232W,,,0
YLR233C,46.0,282.0,10
YLR234W,40.0,514.0,10
YLR235C,896.0,1682.0,2
YLR236C,709.0,1944.0,2
YLR237W,67.0,186.0,75
YLR238W,78.0,109.0,79
YLR239C,30.0,106.0,78
YLR240W,33.0,169.0,5
YLR241W,55.0,72.0,19
YLR242C,103.0,33.0,27
YLR243W,78.0,43.0,16
YLR244C,18.0,56.0,3090
YLR245C,18.0,1390.0,298
YLR246W,1.0,70.0,24
YLR247C,,,0
YLR248W,71.0,132.0,576
YLR249W,40.0,170.0,1173
YLR250W,44.0,114.0,48
YLR251W,130.0,262.0,7
YLR252W,471.0,88.0,12
YLR253W,73.0,92.0,189
YLR254C,81.0,81.0,25
YLR255C,29.0,68.0,2
YLR256W,,,0
YLR257W,204.0,96.0,191
YLR258W,67.0,359.0,317
YLR259C,34.0,94.0,4470
YLR260W,128.0,168.0,75
YLR261C,368.0,235.0,29
YLR262C,40.0,242.0,29
YLR262C-A,22.0,95.0,1887
YLR263W,498.0,77.0,3
YLR264C-A,,,0
YLR264W,22.0,646.0,2615
YLR265C,1.0,523.0,0
YLR266C,23.0,33.0,11
YLR267W,68.0,97.0,10
YLR268W,48.0,121.0,37
YLR269C,,,0
YLR270W,40.0,213.0,34
YLR271W,149.0,103.0,5
YLR272C,52.0,81.0,4
YLR273C,218.0,159.0,7
YLR274W,20.0,132.0,15
YLR275W,55.0,261.0,10
YLR276C,96.0,75.0,27
YLR277C,148.0,63.0,19
YLR278C,,,0
YLR279W,79.0,75.0,1
YLR280C,168.0,374.0,3
YLR281C,41.0,384.0,3
YLR282C,,,0
YLR283W,1.0,51.0,30
YLR284C,48.0,85.0,22
YLR285C-A,2029.0,7.0,13
YLR285W,6.0,108.0,83
YLR286C,231.0,171.0,3583
YLR286W-A,146.0,399.0,4
YLR287C,70.0,228.0,21
YLR287C-A,19.0,210.0,555
YLR288C,18.0,137.0,5
YLR289W,30.0,136.0,6
YLR290C,22.0,114.0,23
YLR291C,32.0,169.0,17
YLR292C,14.0,155.0,77
YLR293C,37.0,101.0,641
YLR294C,382.0,31.0,17
YLR295C,39.0,247.0,445
YLR296W,269.0,383.0,6
YLR297W,109.0,296.0,73
YLR298C,5.0,69.0,47
YLR299C-A,43.0,556.0,1
YLR299W,82.0,129.0,6
YLR300W,98.0,252.0,384
YLR301W,30.0,110.0,477
YLR302C,,,0
YLR303W,41.0,86.0,308
YLR304C,39.0,247.0,38
YLR305C,,,0
YLR306W,67.0,110.0,11
YLR307C-A,62.0,232.0,0
YLR307W,77.0,98.0,2
YLR308W,,,0
YLR309C,13.0,55.0,3
YLR310C,,,0
YLR311C,1329.0,76.0,2
YLR312C,100.0,35.0,45
YLR312W-A,12.0,122.0,544
YLR313C,52.0,468.0,7
YLR314C,65.0,104.0,163
YLR315W,54.0,862.0,7
YLR316C,24.0,68.0,98
YLR317W,901.0,42.0,7
YLR318W,19.0,44.0,1
YLR319C,52.0,182.0,5
YLR320W,,,0
YLR321C,15.0,327.0,42
YLR322W,35.0,135.0,1
YLR323C,27.0,174.0,34
YLR324W,67.0,56.0,150
YLR325C,21.0,241.0,9079
YLR326W,91.0,128.0,12
YLR327C,88.0,181.0,216
YLR328W,211.0,171.0,143
YLR329W,167.0,37.0,60
YLR330W,12.0,145.0,910
YLR331C,217.0,233.0,0
YLR332W,364.0,183.0,27
YLR333C,32.0,157.0,308
YLR334C,,,0
YLR335W,23.0,96.0,624
YLR336C,41.0,37.0,5
YLR337C,65.0,125.0,34
YLR338W,534.0,44.0,1
YLR339C,,,0
YLR340W,60.0,85.0,9737
YLR341W,,,0
YLR342W,,,0
YLR342W-A,537.0,592.0,18
YLR343W,1371.0,63.0,1
YLR344W,17.0,100.0,6760
YLR345W,71.0,83.0,38
YLR346C,61.0,153.0,11
YLR347C,120.0,331.0,12
YLR347W-A,1720.0,745.0,1
YLR348C,19.0,70.0,49
YLR349W,119.0,60.0,1
YLR350W,47.0,133.0,13
YLR351C,3.0,127.0,24
YLR352W,115.0,97.0,24
YLR353W,481.0,152.0,48
YLR354C,41.0,163.0,64
YLR355C,79.0,218.0,27363
YLR356W,31.0,111.0,48
YLR357W,56.0,191.0,31
YLR358C,128.0,4154.0,1
YLR359W,68.0,134.0,73
YLR360W,74.0,139.0,39
YLR361C,21.0,365.0,11
YLR361C-A,3.0,169.0,40
YLR362W,65.0,116.0,3
YLR363C,79.0,455.0,7
YLR363W-A,28.0,145.0,89
YLR364C-A,,,0
YLR364W,50.0,53.0,198
YLR365W,90.0,1840.0,1
YLR366W,429.0,1528.0,1
YLR367W,41.0,54.0,349
YLR368W,54.0,44.0,22
YLR369W,23.0,71.0,1
YLR370C,40.0,168.0,5521
YLR371W,198.0,172.0,1
YLR372W,144.0,102.0,320
YLR373C,16.0,86.0,21
YLR374C,,,0
YLR375W,32.0,92.0,31
YLR376C,34.0,95.0,30
YLR377C,,,0
YLR378C,205.0,156.0,2156
YLR379W,,,0
YLR379W-A,,,0
YLR380W,103.0,135.0,54
YLR381W,51.0,17.0,2
YLR382C,82.0,75.0,38
YLR383W,82.0,72.0,7
YLR384C,520.0,93.0,2
YLR385C,30.0,4234.0,2
YLR386W,22.0,110.0,23
YLR387C,52.0,74.0,18
YLR388W,37.0,81.0,1366
YLR389C,0.0,141.0,3
YLR390W,214.0,76.0,23
YLR390W-A,48.0,221.0,8609
YLR392C,171.0,92.0,44
YLR393W,22.0,1608.0,10
YLR394W,893.0,128.0,10
YLR395C,43.0,294.0,446
YLR396C,57.0,56.0,14
YLR397C,32.0,136.0,58
YLR398C,40.0,68.0,2
YLR399C,46.0,335.0,58
YLR399W-A,1596.0,78.0,1
YLR400W,122.0,22.0,2
YLR401C,48.0,45.0,409
YLR402W,,,0
YLR403W,640.0,69.0,2
YLR404W,37.0,112.0,17
YLR405W,7.0,148.0,96
YLR406C,26.0,187.0,7181
YLR406C-A,1341.0,522.0,2
YLR407W,244.0,206.0,13
YLR408C,12.0,86.0,2
YLR409C,33.0,51.0,46
YLR410W,61.0,84.0,1
YLR411W,31.0,131.0,6
YLR412C-A,308.0,1131.0,6
YLR412W,23.0,72.0,23
YLR413W,50.0,136.0,379
YLR414C,100.0,102.0,72
YLR415C,186.0,984.0,2
YLR416C,59.0,1256.0,1
YLR417W,87.0,86.0,17
YLR418C,60.0,241.0,5
YLR419W,61.0,82.0,5
YLR420W,20.0,76.0,83
YLR421C,4.0,207.0,533
YLR422W,,,0
YLR423C,43.0,224.0,5
YLR424W,21.0,97.0,4
YLR425W,161.0,67.0,1
YLR426W,25.0,78.0,81
YLR427W,94.0,172.0,30
YLR428C,73.0,132.0,2
YLR429W,31.0,125.0,379
YLR430W,,,0
YLR431C,157.0,208.0,18
YLR432W,116.0,99.0,430
YLR433C,114.0,216.0,156
YLR434C,692.0,1956.0,1
YLR435W,79.0,150.0,85
YLR436C,84.0,20.0,4
YLR437C,69.0,154.0,72
YLR437C-A,534.0,991.0,5
YLR438C-A,62.0,85.0,239
YLR438W,35.0,109.0,408
YLR439W,58.0,139.0,75
YLR440C,69.0,115.0,27
YLR441C,28.0,217.0,3540
YLR442C,38.0,99.0,4
YLR443W,137.0,101.0,13
YLR444C,17.0,300.0,1
YLR445W,,,0
YLR446W,86.0,276.0,5
YLR447C,54.0,152.0,14715
YLR448W,16.0,157.0,313
YLR449W,39.0,83.0,105
YLR450W,158.0,89.0,9
