gene	max_five_prime_utr	max_three_prime_utr
YPL258C	849	82
YPL259C	7	201
YPL260W	84	183
YPL262W	168	45
YPL263C	19	43
YPL264C	163	24
YPL265W	606	284
YPL266W	70	75
YPL267W	23	53
YPL268W	30	31
YPL269W	13	100
YPL270W	12	86
YPL272C	629	73
YPL273W	124	105
YPL274W	58	46
YPL275W	561	143
YPL276W	819	655
YPL277C	138	568
YPL279C	44	40
YPL280W	575	220
YPL283C	886	790
YPL283W-B	117	662
YPR001W	119	126
YPR002W	91	197
YPR003C	79	211
YPR004C	53	57
YPR005C	220	232
YPR006C	134	74
YPR008W	168	119
YPR009W	127	71
YPR010C	46	167
YPR010C-A	103	151
YPR011C	416	104
YPR012W	482	742
YPR013C	691	106
YPR014C	728	406
YPR015C	249	126
YPR016C	104	195
YPR016W-A	961	332
YPR017C	113	40
YPR018W	123	59
YPR019W	62	109
YPR020W	74	111
YPR021C	211	82
YPR022C	42	73
YPR023C	29	77
YPR024W	164	497
YPR025C	139	132
YPR026W	83	105
YPR027C	284	154
YPR028W	140	140
YPR029C	162	230
YPR030W	313	100
YPR031W	41	115
YPR032W	63	104
YPR033C	33	83
YPR034W	40	252
YPR035W	115	99
YPR036W	44	94
YPR036W-A	64	81
YPR037C	56	81
YPR038W	518	56
YPR039W	694	482
YPR040W	17	74
YPR041W	50	160
YPR042C	104	31
YPR043W	0	76
YPR044C	47	40
YPR045C	46	39
YPR046W	50	74
YPR047W	37	105
YPR048W	12	76
YPR049C	114	90
YPR050C	270	0
YPR051W	43	116
YPR053C	225	281
YPR054W	773	48
YPR055W	47	83
YPR056W	380	138
YPR057W	212	57
YPR058W	88	85
YPR059C	708	573
YPR060C	91	148
YPR061C	76	121
YPR062W	17	116
YPR063C	45	195
YPR065W	64	311
YPR066W	213	765
YPR067W	864	110
YPR068C	41	66
YPR069C	47	67
YPR070W	54	334
YPR071W	50	412
YPR072W	88	83
YPR073C	65	160
YPR074C	102	126
YPR075C	47	112
YPR076W	853	7
YPR079W	87	105
YPR080W	82	126
YPR081C	404	128
YPR082C	34	83
YPR083W	24	123
YPR084W	104	168
YPR085C	103	120
YPR086W	43	155
YPR088C	34	78
YPR089W	35	141
YPR091C	32	102
YPR093C	70	58
YPR095C	216	91
YPR097W	99	129
YPR098C	28	48
YPR099C	215	15
YPR100W	45	88
YPR101W	14	146
YPR102C	91	89
YPR103W	95	52
YPR104C	276	355
YPR105C	327	73
YPR106W	37	50
YPR107C	107	132
YPR108W	90	121
YPR109W	195	54
YPR110C	28	150
YPR111W	23	138
YPR112C	63	105
YPR113W	25	106
YPR114W	50	103
YPR115W	188	273
YPR117W	415	93
YPR118W	39	73
YPR119W	349	534
YPR120C	116	36
YPR121W	914	67
YPR122W	79	135
YPR123C	819	97
YPR124W	166	231
YPR125W	104	186
YPR127W	177	85
YPR128C	53	93
YPR129W	24	71
YPR130C	589	704
YPR131C	57	167
YPR132W	0	105
YPR133C	75	80
YPR134W	311	124
YPR135W	28	50
YPR137C-A	178	740
YPR137C-B	41	321
YPR137W	218	147
YPR138C	430	142
YPR139C	91	94
YPR140W	32	86
YPR141C	165	171
YPR142C	587	0
YPR143W	24	130
YPR144C	23	80
YPR145W	58	121
YPR146C	948	351
YPR147C	65	211
YPR148C	62	81
YPR149W	172	335
YPR150W	40	240
YPR151C	117	89
YPR152C	17	231
YPR154W	280	133
YPR155C	53	103
YPR156C	276	157
YPR157W	66	119
YPR158C-C	473	735
YPR158C-D	41	325
YPR158W	65	148
YPR158W-A	296	740
YPR158W-B	121	325
YPR159W	258	280
YPR160C-A	0	155
YPR160W	150	115
YPR161C	63	92
YPR162C	18	41
YPR163C	83	43
YPR164W	45	274
YPR165W	582	203
YPR166C	49	75
YPR167C	260	58
YPR169W	617	68
YPR169W-A	27	29
YPR170C	168	223
YPR170W-A	166	230
YPR170W-B	27	201
YPR171W	25	79
YPR172W	253	63
YPR173C	399	86
YPR175W	26	48
YPR176C	20	152
YPR178W	36	63
YPR179C	21	55
YPR180W	13	73
YPR181C	57	219
YPR182W	51	78
YPR183W	43	85
YPR184W	47	146
YPR185W	300	283
YPR186C	10	127
YPR187W	0	84
YPR188C	43	72
YPR189W	5	131
YPR190C	30	80
YPR191W	66	164
YPR192W	824	137
YPR194C	90	142
YPR195C	367	189
YPR196W	298	172
YPR198W	42	94
YPR199C	17	178
YPR201W	731	36
YPR204C-A	135	792
YPR204W	506	703
