Gene	span_growth_nt	n_new_gene_overlaps	max_gene_overlap_nt	max_same_strand_orf_overlap_nt
YKR009C	200	0	0	0
YKR010C	126	0	0	0
YKR011C	26	0	0	0
YKR012C	55	0	0	0
YKR013W	90	1	71	0
YKR014C	39	1	71	0
YKR015C	0	0	0	0
YKR016W	0	0	0	0
YKR017C	106	0	0	0
YKR018C	18	0	0	0
YKR019C	0	0	0	0
YKR020W	8	0	0	0
YKR021W	91	0	0	0
YKR022C	0	0	0	0
YKR023W	0	0	0	0
YKR024C	0	0	0	0
YKR025W	0	0	0	0
YKR026C	0	0	0	0
YKR027W	198	1	253	0
YKR028W	517	2	253	0
YKR029C	39	1	52	0
YKR030W	3	1	99	0
YKR031C	625	2	284	0
YKR032W	0	1	284	0
YKR033C	0	0	0	0
YKR034W	0	0	0	0
YKR035C	2	0	0	0
YKR035W-A	20	0	0	0
YKR036C	0	0	0	0
YKR037C	0	0	0	0
YKR038C	1	0	0	0
YKR039W	68	0	0	0
YKR040C	0	0	0	0
YKR041W	0	0	0	0
YKR042W	28	0	0	0
YKR043C	5	1	556	0
YKR044W	772	1	556	0
YKR045C	0	0	0	0
YKR046C	9	1	845	0
YKR047W	989	1	845	0
YKR048C	5	0	0	0
YKR049C	0	0	0	0
YKR050W	0	0	0	0
YKR051W	206	0	0	0
YKR052C	2	0	0	0
YKR053C	3	0	0	0
YKR054C	288	0	0	0
YKR055W	2	0	0	0
YKR056W	103	0	0	0
YKR057W	24	0	0	0
YKR058W	4	0	0	0
YKR059W	0	0	0	0
YKR060W	0	0	0	0
YKR061W	93	0	0	0
YKR062W	42	0	0	0
YKR063C	0	0	0	0
YKR064W	0	0	0	0
YKR065C	0	0	0	0
YKR066C	0	0	0	0
YKR067W	0	0	0	0
YKR068C	0	0	0	0
YKR069W	0	0	0	0
YKR070W	0	0	0	0
YKR071C	0	0	0	0
YKR072C	0	0	0	0
YKR073C	0	0	0	0
YKR074W	0	0	0	0
YKR075C	0	0	0	0
YKR075W-A	0	0	0	0
YKR076W	0	1	17	0
YKR077W	36	1	17	0
YKR078W	59	0	0	0
YKR079C	0	0	0	0
YKR080W	4	0	0	0
YKR081C	0	0	0	0
YKR082W	0	0	0	0
YKR083C	6	0	0	0
YKR084C	0	0	0	0
YKR085C	0	0	0	0
YKR086W	127	0	0	0
YKR087C	7	0	0	0
YKR088C	71	0	0	0
YKR089C	32	0	0	0
YKR090W	39	0	0	0
YKR091W	152	0	0	0
YKR092C	123	0	0	0
YKR093W	0	0	0	0
YKR094C	0	0	0	0
YKR095W	489	0	0	0
YKR095W-A	56	0	0	0
YKR096W	215	0	0	0
YKR097W	365	1	125	0
YKR098C	42	1	125	0
YKR099W	1	0	0	0
YKR100C	0	1	67	0
YKR101W	271	1	67	0
YKR102W	683	0	0	0
YKR103W	563	1	782	782
YKR104W	875	1	782	782
YKR105C	0	0	0	0
YKR106W	868	0	0	0
YLL001W	0	0	0	0
YLL002W	5	0	0	0
YLL003W	80	0	0	0
YLL004W	0	0	0	0
YLL005C	0	0	0	0
YLL006W	1	0	0	0
YLL006W-A	0	0	0	0
YLL007C	0	0	0	0
YLL008W	20	0	0	0
YLL009C	0	0	0	0
YLL010C	169	0	0	0
YLL011W	0	0	0	0
YLL012W	0	0	0	0
YLL013C	827	1	86	0
YLL014W	0	1	86	0
YLL015W	278	0	0	0
YLL018C	35	0	0	0
YLL018C-A	0	0	0	0
YLL019C	1059	0	0	0
YLL019W-A	0	0	0	0
YLL020C	0	0	0	0
YLL021W	271	0	0	0
YLL022C	0	0	0	0
YLL023C	0	0	0	0
YLL024C	0	0	0	0
YLL025W	0	0	0	0
YLL026W	8	0	0	0
YLL027W	27	0	0	0
YLL028W	19	0	0	0
YLL029W	0	0	0	0
YLL030C	0	0	0	0
YLL031C	7	0	0	0
YLL032C	435	0	0	0
YLL033W	10	0	0	0
YLL034C	0	0	0	0
YLL035W	23	0	0	0
YLL036C	0	0	0	0
YLL037W	0	0	0	0
YLL038C	6	0	0	0
YLL039C	299	0	0	0
YLL040C	182	0	0	0
YLL041C	4	0	0	0
YLL042C	0	0	0	0
YLL043W	3	0	0	0
YLL044W	0	0	0	0
YLL045C	27	0	0	0
YLL046C	0	1	108	108
YLL047W	0	1	150	0
YLL048C	663	3	150	108
YLL049W	101	1	121	0
YLL050C	0	0	0	0
YLL051C	0	0	0	0
YLL052C	1456	0	0	0
YLL053C	460	0	0	0
YLL054C	411	0	0	0
YLL055W	0	0	0	0
YLL056C	2	0	0	0
YLL057C	0	0	0	0
YLL058W	2	0	0	0
YLL059C	0	0	0	0
YLL060C	12	0	0	0
YLL061W	1	0	0	0
YLL062C	0	0	0	0
YLL063C	116	0	0	0
YLL064C	0	0	0	0
YLL065W	0	0	0	0
YLL066C	939	0	0	0
YLL066W-A	0	0	0	0
YLL066W-B	0	0	0	0
YLL067C	1027	0	0	0
YLL067W-A	0	0	0	0
YLR001C	30	0	0	0
YLR002C	2	0	0	0
YLR003C	0	0	0	0
YLR004C	6	0	0	0
YLR005W	0	1	67	0
YLR006C	261	1	67	0
YLR007W	1	0	0	0
YLR008C	0	0	0	0
YLR009W	0	0	0	0
YLR010C	0	0	0	0
YLR011W	0	0	0	0
YLR012C	0	0	0	0
YLR013W	0	0	0	0
YLR014C	315	0	0	0
YLR015W	0	0	0	0
YLR016C	0	1	196	0
YLR017W	333	1	196	0
YLR018C	0	0	0	0
YLR019W	0	0	0	0
YLR020C	0	0	0	0
YLR021W	28	0	0	0
YLR022C	0	0	0	0
YLR023C	162	0	0	0
YLR024C	250	0	0	0
YLR025W	14	0	0	0
YLR026C	14	0	0	0
YLR027C	3	0	0	0
YLR028C	6	0	0	0
YLR029C	18	0	0	0
YLR030W	794	2	561	561
YLR031W	0	1	561	561
YLR032W	238	1	3	0
YLR033W	6	0	0	0
YLR034C	720	0	0	0
YLR035C	0	0	0	0
YLR035C-A	0	0	0	0
YLR036C	26	0	0	0
YLR037C	6	0	0	0
YLR038C	109	0	0	0
YLR039C	229	0	0	0
YLR040C	0	0	0	0
YLR041W	0	0	0	0
YLR042C	758	0	0	0
YLR043C	0	0	0	0
YLR044C	2	0	0	0
YLR045C	386	0	0	0
YLR046C	0	0	0	0
YLR047C	767	0	0	0
YLR048W	28	0	0	0
YLR049C	3	0	0	0
YLR050C	15	0	0	0
YLR051C	0	0	0	0
YLR052W	0	1	160	0
YLR053C	0	0	0	0
YLR054C	235	1	160	0
YLR055C	82	0	0	0
YLR056W	2	0	0	0
YLR057W	0	0	0	0
YLR058C	37	1	1	0
YLR059C	3	1	1	0
YLR060W	0	0	0	0
YLR061W	0	0	0	0
YLR062C	0	0	0	0
YLR063W	0	0	0	0
YLR064W	5	0	0	0
YLR065C	0	0	0	0
YLR066W	0	0	0	0
YLR067C	169	0	0	0
YLR068W	7	0	0	0
YLR069C	3	0	0	0
YLR070C	1008	1	882	737
YLR071C	168	1	882	737
YLR072W	13	0	0	0
YLR073C	0	0	0	0
YLR074C	3	0	0	0
YLR075W	0	0	0	0
YLR076C	0	0	0	0
YLR077W	0	0	0	0
YLR078C	0	0	0	0
YLR079W	0	0	0	0
YLR080W	0	0	0	0
YLR081W	0	0	0	0
YLR082C	4	0	0	0
YLR083C	0	0	0	0
YLR084C	237	0	0	0
YLR085C	7	0	0	0
YLR086W	380	1	136	0
YLR087C	508	2	136	0
YLR088W	0	1	131	0
YLR089C	0	0	0	0
YLR090W	3	1	1	0
YLR091W	74	1	1	0
YLR092W	270	1	186	0
YLR093C	1	1	186	0
YLR094C	3	0	0	0
YLR095C	4	0	0	0
YLR096W	323	1	95	0
YLR097C	58	2	95	0
YLR098C	11	1	2	0
YLR099C	0	0	0	0
YLR099W-A	0	0	0	0
YLR100W	0	0	0	0
YLR101C	813	0	0	0
YLR102C	0	0	0	0
YLR103C	0	0	0	0
YLR104W	0	0	0	0
YLR105C	9	0	0	0
YLR106C	198	0	0	0
YLR107W	3	0	0	0
YLR108C	10	0	0	0
YLR109W	139	0	0	0
YLR110C	0	0	0	0
YLR111W	0	1	333	333
YLR112W	409	1	333	333
YLR113W	113	0	0	0
YLR114C	0	1	323	0
YLR115W	1136	2	683	533
YLR116W	790	1	683	533
YLR117C	47	1	1	0
YLR118C	4	1	1	0
YLR119W	417	0	0	0
YLR120C	274	1	9	0
YLR120W-A	0	0	0	0
YLR121C	463	2	437	0
YLR122C	1458	2	437	0
YLR123C	0	0	0	0
YLR124W	0	1	345	0
YLR125W	981	0	0	0
YLR126C	528	0	0	0
YLR127C	47	0	0	0
YLR128W	32	0	0	0
YLR129W	735	0	0	0
YLR130C	40	0	0	0
YLR131C	2	0	0	0
YLR132C	0	0	0	0
YLR133W	4	0	0	0
YLR134W	30	0	0	0
YLR135W	0	0	0	0
YLR136C	0	0	0	0
YLR137W	15	0	0	0
YLR138W	53	0	0	0
YLR139C	358	1	238	0
YLR140W	0	0	0	0
YLR141W	0	1	238	0
YLR142W	1060	0	0	0
YLR143W	0	1	35	0
YLR144C	126	1	35	0
YLR145W	0	0	0	0
YLR146C	4	0	0	0
YLR146W-A	37	1	80	0
YLR147C	0	1	287	0
YLR148W	603	3	287	0
YLR149C	256	1	135	0
YLR149C-A	0	0	0	0
YLR150W	0	0	0	0
YLR151C	0	0	0	0
YLR152C	220	0	0	0
YLR153C	3	0	0	0
YLR154C	0	0	0	0
YLR154C-G	0	0	0	0
YLR154C-H	718	0	0	0
YLR154W-A	0	0	0	0
YLR154W-B	0	1	165	165
YLR154W-C	1486	3	1050	375
YLR154W-E	846	2	1050	375
YLR154W-F	228	2	1	0
YLR155C	369	0	0	0
YLR156C-A	0	0	0	0
YLR156W	0	0	0	0
YLR157C	234	0	0	0
YLR157C-A	0	0	0	0
YLR157C-B	0	0	0	0
YLR157C-C	0	0	0	0
YLR157W-D	298	0	0	0
YLR157W-E	24	0	0	0
YLR158C	364	0	0	0
YLR159C-A	0	0	0	0
YLR159W	0	0	0	0
YLR160C	464	0	0	0
YLR161W	248	0	0	0
YLR162W	777	1	189	189
YLR162W-A	0	1	189	189
YLR163C	0	0	0	0
YLR163W-A	0	0	0	0
YLR164W	0	0	0	0
YLR165C	66	1	1	0
YLR166C	58	1	1	0
YLR167W	6	1	11	0
YLR168C	395	3	354	0
YLR169W	0	0	0	0
YLR170C	0	0	0	0
YLR171W	0	1	354	0
YLR172C	0	2	735	0
YLR173W	896	1	735	0
YLR174W	324	0	0	0
YLR175W	0	1	54	0
YLR176C	658	2	413	0
YLR177W	754	1	413	0
YLR178C	4	0	0	0
YLR179C	0	0	0	0
YLR180W	34	0	0	0
YLR181C	0	0	0	0
YLR182W	0	0	0	0
YLR183C	8	0	0	0
YLR184W	0	0	0	0
YLR185W	5	0	0	0
YLR186W	0	1	52	0
YLR187W	451	1	52	0
YLR188W	0	0	0	0
YLR189C	21	0	0	0
YLR190W	0	0	0	0
YLR191W	0	0	0	0
YLR192C	46	0	0	0
YLR193C	0	0	0	0
YLR194C	555	0	0	0
YLR195C	7	0	0	0
YLR196W	0	0	0	0
YLR197W	3	0	0	0
YLR198C	0	0	0	0
YLR199C	0	0	0	0
YLR200W	0	1	304	0
YLR201C	162	0	0	0
YLR202C	1739	1	304	0
YLR203C	25	0	0	0
YLR204W	0	0	0	0
YLR205C	158	0	0	0
YLR206W	264	0	0	0
YLR207W	14	0	0	0
YLR208W	0	0	0	0
YLR209C	0	0	0	0
YLR210W	0	0	0	0
YLR211C	20	0	0	0
YLR212C	0	0	0	0
YLR213C	5	0	0	0
YLR214W	0	0	0	0
YLR215C	0	0	0	0
YLR216C	5	0	0	0
YLR217W	0	0	0	0
YLR218C	0	0	0	0
YLR219W	0	0	0	0
YLR220W	0	0	0	0
YLR221C	0	0	0	0
YLR222C	12	0	0	0
YLR222C-A	1001	0	0	0
YLR223C	519	0	0	0
YLR224W	12	0	0	0
YLR225C	0	0	0	0
YLR226W	0	0	0	0
YLR227C	1105	1	19	19
YLR227W-A	0	0	0	0
YLR227W-B	0	0	0	0
YLR228C	63	0	0	0
YLR229C	106	0	0	0
YLR230W	0	0	0	0
YLR231C	160	1	276	0
YLR232W	0	1	56	0
YLR233C	338	2	276	0
YLR234W	0	0	0	0
YLR235C	0	0	0	0
YLR236C	0	0	0	0
YLR237W	7	0	0	0
YLR238W	0	0	0	0
YLR239C	30	0	0	0
YLR240W	0	0	0	0
YLR241W	7	0	0	0
YLR242C	54	0	0	0
YLR243W	0	0	0	0
YLR244C	47	0	0	0
YLR245C	0	0	0	0
YLR246W	3	0	0	0
YLR247C	129	0	0	0
YLR248W	14	0	0	0
YLR249W	4	0	0	0
YLR250W	0	1	112	0
YLR251W	373	1	112	0
YLR252W	0	0	0	0
YLR253W	0	0	0	0
YLR254C	5	0	0	0
YLR255C	0	0	0	0
YLR256W	422	0	0	0
YLR256W-A	0	0	0	0
YLR257W	0	0	0	0
YLR258W	3	0	0	0
YLR259C	0	0	0	0
YLR260W	0	1	182	0
YLR261C	114	0	0	0
YLR262C	357	1	182	0
YLR262C-A	0	1	214	0
YLR263W	556	1	214	0
YLR264C-A	113	0	0	0
YLR264W	0	1	102	0
YLR265C	209	1	102	0
YLR266C	0	0	0	0
YLR267W	159	0	0	0
YLR268W	0	0	0	0
YLR269C	0	0	0	0
YLR270W	18	0	0	0
YLR271W	8	0	0	0
YLR272C	8	0	0	0
YLR273C	382	0	0	0
YLR274W	2	0	0	0
YLR275W	0	0	0	0
YLR276C	12	0	0	0
YLR277C	1	0	0	0
YLR278C	171	0	0	0
YLR279W	0	0	0	0
YLR280C	0	0	0	0
YLR281C	0	0	0	0
YLR282C	0	0	0	0
YLR283W	0	0	0	0
YLR284C	686	1	490	0
YLR285C-A	740	0	0	0
YLR285W	17	1	490	0
YLR286C	0	0	0	0
YLR286W-A	0	0	0	0
YLR287C	0	0	0	0
YLR287C-A	0	0	0	0
YLR288C	24	0	0	0
YLR289W	135	0	0	0
YLR290C	0	0	0	0
YLR291C	0	0	0	0
YLR292C	0	0	0	0
YLR293C	9	0	0	0
YLR294C	466	0	0	0
YLR295C	0	0	0	0
YLR296W	810	1	280	0
YLR297W	262	1	280	0
YLR298C	0	0	0	0
YLR299C-A	0	0	0	0
YLR299W	259	0	0	0
YLR300W	0	0	0	0
YLR301W	14	0	0	0
YLR302C	0	0	0	0
YLR303W	0	0	0	0
YLR304C	59	0	0	0
YLR305C	486	1	127	0
YLR306W	1	1	127	0
YLR307C-A	284	1	4	0
YLR307W	0	1	4	0
YLR308W	0	0	0	0
YLR309C	324	1	6	0
YLR310C	624	2	436	95
YLR311C	1305	1	436	95
YLR312C	8	0	0	0
YLR312W-A	12	0	0	0
YLR313C	0	0	0	0
YLR314C	0	0	0	0
YLR315W	179	0	0	0
YLR316C	0	0	0	0
YLR317W	412	0	0	0
YLR318W	146	1	97	0
YLR319C	248	1	97	0
YLR320W	64	0	0	0
YLR321C	50	0	0	0
YLR322W	0	0	0	0
YLR323C	0	0	0	0
YLR324W	0	0	0	0
YLR325C	0	0	0	0
YLR326W	0	0	0	0
YLR327C	0	0	0	0
YLR328W	0	0	0	0
YLR329W	0	0	0	0
YLR330W	0	0	0	0
YLR331C	0	0	0	0
YLR332W	0	0	0	0
YLR333C	0	0	0	0
YLR334C	0	0	0	0
YLR335W	0	0	0	0
YLR336C	91	1	11	0
YLR337C	0	1	11	0
YLR338W	0	0	0	0
YLR339C	0	0	0	0
YLR340W	10	0	0	0
YLR341W	0	0	0	0
YLR342W	503	0	0	0
YLR342W-A	0	0	0	0
YLR343W	0	0	0	0
YLR344W	9	0	0	0
YLR345W	26	0	0	0
YLR346C	348	0	0	0
YLR347C	0	0	0	0
YLR347W-A	0	0	0	0
YLR348C	0	0	0	0
YLR349W	0	0	0	0
YLR350W	0	0	0	0
YLR351C	0	0	0	0
YLR352W	13	0	0	0
YLR353W	0	0	0	0
YLR354C	0	0	0	0
YLR355C	0	0	0	0
YLR356W	0	0	0	0
YLR357W	3	0	0	0
YLR358C	0	1	506	0
YLR359W	622	1	506	0
YLR360W	0	0	0	0
YLR361C	0	0	0	0
YLR361C-A	7	0	0	0
YLR362W	0	0	0	0
YLR363C	0	0	0	0
YLR363W-A	0	0	0	0
YLR364C-A	0	0	0	0
YLR364W	73	0	0	0
YLR365W	0	0	0	0
YLR366W	0	0	0	0
YLR367W	0	0	0	0
YLR368W	10	1	409	363
YLR369W	556	1	409	363
YLR370C	0	0	0	0
YLR371W	360	0	0	0
YLR372W	0	0	0	0
YLR373C	15	0	0	0
YLR374C	0	0	0	0
YLR375W	0	0	0	0
YLR376C	0	1	29	0
YLR377C	191	1	29	0
YLR378C	4	0	0	0
YLR379W	0	0	0	0
YLR379W-A	0	0	0	0
YLR380W	0	0	0	0
YLR381W	113	1	29	0
YLR382C	11	1	29	0
YLR383W	152	0	0	0
YLR384C	587	0	0	0
YLR385C	0	0	0	0
YLR386W	0	0	0	0
YLR387C	0	0	0	0
YLR388W	0	0	0	0
YLR389C	38	0	0	0
YLR390W	0	1	27	0
YLR390W-A	37	1	27	0
YLR392C	7	0	0	0
YLR393W	0	0	0	0
YLR394W	263	0	0	0
YLR395C	16	0	0	0
YLR396C	0	0	0	0
YLR397C	27	0	0	0
YLR398C	148	0	0	0
YLR399C	6	0	0	0
YLR399W-A	0	0	0	0
YLR400W	0	0	0	0
YLR401C	0	0	0	0
YLR402W	0	0	0	0
YLR403W	741	0	0	0
YLR404W	348	0	0	0
YLR405W	2	0	0	0
YLR406C	7	0	0	0
YLR406C-A	0	0	0	0
YLR407W	0	0	0	0
YLR408C	51	1	8	0
YLR409C	1	1	8	0
YLR410W	136	0	0	0
YLR410W-A	0	0	0	0
YLR410W-B	0	0	0	0
YLR411W	0	0	0	0
YLR412C-A	0	0	0	0
YLR412W	20	0	0	0
YLR413W	0	0	0	0
YLR414C	11	0	0	0
YLR415C	815	0	0	0
YLR416C	0	0	0	0
YLR417W	0	0	0	0
YLR418C	0	0	0	0
YLR419W	161	0	0	0
YLR420W	0	0	0	0
YLR421C	5	0	0	0
YLR422W	207	0	0	0
YLR423C	0	0	0	0
YLR424W	138	0	0	0
YLR425W	242	0	0	0
YLR426W	0	0	0	0
YLR427W	3	0	0	0
YLR428C	0	0	0	0
YLR429W	0	1	9	0
YLR430W	617	2	92	0
YLR431C	2	1	92	0
YLR432W	14	0	0	0
YLR433C	0	0	0	0
YLR434C	0	0	0	0
YLR435W	0	1	30	0
YLR436C	106	1	30	0
YLR437C	0	0	0	0
YLR437C-A	0	0	0	0
YLR438C-A	15	0	0	0
YLR438W	0	0	0	0
YLR439W	6	0	0	0
YLR440C	0	0	0	0
YLR441C	6	0	0	0
YLR442C	0	0	0	0
YLR443W	0	0	0	0
YLR444C	0	0	0	0
YLR445W	0	0	0	0
YLR446W	0	0	0	0
YLR447C	7	0	0	0
YLR448W	20	0	0	0
YLR449W	0	0	0	0
YLR450W	229	0	0	0
YLR451W	13	0	0	0
YLR452C	32	0	0	0
YLR453C	0	0	0	0
YLR454W	230	0	0	0
YLR455W	0	0	0	0
YLR456W	0	0	0	0
YLR457C	0	0	0	0
YLR458W	0	0	0	0
YLR459W	17	0	0	0
YLR460C	138	0	0	0
YLR461W	0	0	0	0
YLR462W	0	0	0	0
YLR463C	0	1	166	0
YLR464W	0	0	0	0
YLR465C	0	0	0	0
YLR466C-A	0	0	0	0
YLR466C-B	0	0	0	0
YLR466W	505	1	166	0
YLR467C-A	0	0	0	0
YLR467W	458	0	0	0
YML001W	0	0	0	0
YML002W	704	1	1048	436
YML003W	684	1	1048	436
YML004C	4	0	0	0
YML005W	95	0	0	0
YML006C	2	0	0	0
YML007C-A	0	0	0	0
YML007W	0	0	0	0
YML008C	17	0	0	0
YML009C	0	1	104	0
YML009C-A	0	0	0	0
YML009W-B	0	0	0	0
YML010W	279	1	104	0
YML011C	0	1	152	0
YML012C-A	0	0	0	0
YML012W	18	0	0	0
YML013W	1633	1	152	0
YML014W	3	0	0	0
YML015C	0	0	0	0
YML016C	419	0	0	0
YML017W	402	0	0	0
YML018C	25	0	0	0
YML019W	0	0	0	0
YML020W	10	0	0	0
YML021C	3	0	0	0
YML022W	32	0	0	0
YML023C	0	0	0	0
YML024W	0	0	0	0
YML025C	1	0	0	0
YML026C	46	0	0	0
YML027W	0	0	0	0
YML028W	9	0	0	0
YML029W	0	0	0	0
YML030W	0	0	0	0
YML031C-A	0	0	0	0
YML031W	7	0	0	0
YML032C	0	0	0	0
YML034C-A	0	0	0	0
YML034W	11	0	0	0
YML035C	28	0	0	0
YML036W	2	0	0	0
YML037C	0	1	431	431
YML038C	540	1	431	431
YML039W	0	0	0	0
YML040W	0	0	0	0
YML041C	8	1	85	0
YML042W	249	1	85	0
YML043C	0	0	0	0
YML045W	0	0	0	0
YML045W-A	0	0	0	0
YML046W	244	0	0	0
YML047C	0	0	0	0
YML047W-A	46	0	0	0
YML048W	0	0	0	0
YML049C	121	1	102	0
YML050W	0	1	102	0
YML051W	0	0	0	0
YML052W	0	0	0	0
YML053C	109	0	0	0
YML054C	127	0	0	0
YML054C-A	0	0	0	0
YML055W	0	0	0	0
YML056C	17	1	27	0
YML057C-A	0	0	0	0
YML057W	13	1	27	0
YML058W	17	0	0	0
YML058W-A	0	0	0	0
YML059C	553	0	0	0
YML060W	5	0	0	0
YML061C	41	0	0	0
YML062C	0	0	0	0
YML063W	28	0	0	0
YML064C	0	0	0	0
YML065W	501	0	0	0
YML066C	0	0	0	0
YML067C	3	0	0	0
YML068W	0	0	0	0
YML069W	8	0	0	0
YML070W	6	0	0	0
YML071C	4	0	0	0
YML072C	484	0	0	0
YML073C	19	0	0	0
YML074C	0	0	0	0
YML075C	754	1	538	427
YML076C	971	2	538	427
YML077W	0	1	116	0
YML078W	723	0	0	0
YML079W	680	0	0	0
YML080W	5	0	0	0
YML081C-A	0	0	0	0
YML081W	214	0	0	0
YML082W	0	0	0	0
YML083C	0	0	0	0
YML084W	0	0	0	0
YML085C	1	0	0	0
YML086C	8	0	0	0
YML087C	0	0	0	0
YML088W	0	0	0	0
YML089C	0	0	0	0
YML090W	0	1	285	0
YML091C	410	1	285	0
YML092C	2	0	0	0
YML093W	40	0	0	0
YML094C-A	0	0	0	0
YML094W	2	0	0	0
YML095C	0	0	0	0
YML096W	25	0	0	0
YML097C	0	0	0	0
YML098W	0	0	0	0
YML099C	0	0	0	0
YML099W-A	0	0	0	0
YML100W	14	0	0	0
YML100W-A	0	0	0	0
YML101C	15	0	0	0
YML101C-A	392	0	0	0
YML102W	152	0	0	0
YML103C	133	0	0	0
YML104C	8	0	0	0
YML105C	0	0	0	0
YML106W	0	0	0	0
YML107C	0	0	0	0
YML108W	42	0	0	0
YML109W	155	0	0	0
YML110C	18	0	0	0
YML111W	255	0	0	0
YML112W	0	0	0	0
YML113W	4	0	0	0
YML114C	0	0	0	0
YML115C	0	0	0	0
YML116W	0	0	0	0
YML116W-A	7	0	0	0
YML117W	306	0	0	0
YML118W	0	0	0	0
YML119W	3	0	0	0
YML120C	0	0	0	0
YML121W	0	0	0	0
YML122C	0	0	0	0
YML123C	0	0	0	0
YML124C	0	0	0	0
YML125C	0	0	0	0
YML126C	214	1	141	0
YML127W	0	1	141	0
YML128C	10	0	0	0
YML129C	0	0	0	0
YML130C	0	0	0	0
YML131W	0	0	0	0
YML132W	76	0	0	0
YML133C	571	0	0	0
YML133W-A	0	0	0	0
YML133W-B	0	0	0	0
YMR001C	14	0	0	0
YMR001C-A	0	0	0	0
YMR002W	6	0	0	0
YMR003W	0	0	0	0
YMR004W	3	0	0	0
YMR005W	0	0	0	0
YMR006C	69	0	0	0
YMR007W	0	0	0	0
YMR008C	0	0	0	0
YMR008C-A	666	1	76	0
YMR009W	320	1	76	0
YMR010W	93	0	0	0
YMR011W	0	0	0	0
YMR012W	6	0	0	0
YMR013C	221	0	0	0
YMR013C-A	0	0	0	0
YMR013W-A	0	1	61	0
YMR014W	256	1	61	0
YMR015C	0	0	0	0
YMR016C	0	0	0	0
YMR017W	940	0	0	0
YMR018W	429	1	1	0
YMR019W	446	2	1	0
YMR020W	141	1	1	0
YMR021C	0	0	0	0
YMR022W	0	0	0	0
YMR023C	20	0	0	0
YMR024W	0	0	0	0
YMR025W	0	0	0	0
YMR026C	9	0	0	0
YMR027W	0	0	0	0
YMR028W	0	0	0	0
YMR029C	0	0	0	0
YMR030W	6	1	1	0
YMR030W-A	1208	1	116	74
YMR031C	241	1	1	0
YMR031W-A	0	0	0	0
YMR032W	0	0	0	0
YMR033W	0	1	116	74
YMR034C	428	1	300	0
YMR035W	0	1	300	0
YMR036C	3	0	0	0
YMR037C	705	0	0	0
YMR038C	0	0	0	0
YMR039C	0	0	0	0
YMR040W	4	0	0	0
YMR041C	65	0	0	0
YMR042W	0	0	0	0
YMR043W	2	0	0	0
YMR044W	8	0	0	0
YMR045C	0	0	0	0
YMR046C	0	0	0	0
YMR046W-A	307	0	0	0
YMR047C	11	0	0	0
YMR048W	0	0	0	0
YMR049C	0	0	0	0
YMR050C	0	0	0	0
YMR051C	0	0	0	0
YMR052C-A	626	0	0	0
YMR052W	0	0	0	0
YMR053C	493	1	179	0
YMR054W	0	1	179	0
YMR055C	7	0	0	0
YMR056C	0	0	0	0
YMR057C	0	0	0	0
YMR058W	10	0	0	0
YMR059W	0	0	0	0
YMR060C	0	0	0	0
YMR061W	0	0	0	0
YMR062C	65	0	0	0
YMR063W	0	1	720	720
YMR064W	970	1	720	720
YMR065W	106	1	3	0
YMR066W	232	1	3	0
YMR067C	0	0	0	0
YMR068W	512	0	0	0
YMR069W	914	1	527	327
YMR070W	4	1	527	327
YMR071C	0	0	0	0
YMR072W	0	0	0	0
YMR073C	0	0	0	0
YMR074C	6	1	647	0
YMR075C-A	11	1	80	69
YMR075W	792	2	647	0
YMR076C	567	2	167	69
YMR077C	187	1	58	0
YMR078C	0	1	58	0
YMR079W	0	0	0	0
YMR080C	0	0	0	0
YMR081C	59	0	0	0
YMR082C	0	0	0	0
YMR083W	3	0	0	0
YMR084W	0	0	0	0
YMR085W	599	0	0	0
YMR086C-A	0	0	0	0
YMR086W	202	0	0	0
YMR087W	3	0	0	0
YMR088C	16	0	0	0
YMR089C	60	0	0	0
YMR090W	0	0	0	0
YMR091C	12	0	0	0
YMR092C	0	0	0	0
YMR093W	0	0	0	0
YMR094W	772	1	675	0
YMR095C	0	1	675	0
YMR096W	0	0	0	0
YMR097C	0	0	0	0
YMR098C	0	0	0	0
YMR099C	5	0	0	0
YMR100W	543	1	100	0
YMR101C	181	1	100	0
YMR102C	6	0	0	0
YMR103C	119	0	0	0
YMR104C	998	1	1	0
YMR105C	23	1	1	0
YMR105W-A	0	0	0	0
YMR106C	67	0	0	0
YMR107W	112	0	0	0
YMR108W	0	0	0	0
YMR109W	2	0	0	0
YMR110C	0	0	0	0
YMR111C	38	0	0	0
YMR112C	6	0	0	0
YMR113W	141	0	0	0
YMR114C	0	0	0	0
YMR115W	0	0	0	0
YMR116C	398	1	151	0
YMR117C	12	1	151	0
YMR118C	337	0	0	0
YMR119W	14	0	0	0
YMR119W-A	340	0	0	0
YMR120C	9	0	0	0
YMR121C	0	0	0	0
YMR122C	0	0	0	0
YMR122W-A	0	0	0	0
YMR123W	17	1	200	0
YMR124W	458	2	200	0
YMR125W	88	1	4	0
YMR126C	56	1	42	0
YMR127C	0	2	42	0
YMR128W	384	1	33	0
YMR129W	0	0	0	0
YMR130W	0	0	0	0
YMR131C	517	0	0	0
YMR132C	0	0	0	0
YMR133W	0	1	45	45
YMR134W	187	1	45	45
YMR135C	80	0	0	0
YMR135W-A	0	0	0	0
YMR136W	7	0	0	0
YMR137C	0	0	0	0
YMR138W	39	0	0	0
YMR139W	2	0	0	0
YMR140W	0	0	0	0
