gene	chr	strand	orf_span	cds_len	depth_orf1000	depth_ourref	mean_read_len	mtif_support	drs_5	nag_5	final_5	pel_5	drs_3	nag_3	final_3	pel_3	shortfall_5	shortfall_3	shortfall_nt_5	shortfall_nt_3	verdict_5	verdict_3
YBL084C	II	-	2277	2277	88.0	56.0	650.8	0.0	109.0		109		139.0		139							
YBL085W	II	+	2943	2943	92.0	110.0	744.1	2.0	189.0	201.0	201	202.0	123.0	119.0	123	120.0	1.0	0.0	12.0		both too short	
YBL086C	II	-	1401	1401	30.0	40.0	624.5	163.0	96.0	123.0	123	106.0	49.0	59.0	59	47.0	1.0	1.0	27.0	10.0	DRS too short	both too long
YBL087C	II	-	918	414	2015.0	4055.0	477.3	3091.0	0.0	105.0	105	23.0	99.0	228.0	228	105.0	1.0	1.0	105.0	129.0	DRS too short	DRS too short
YBL088C	II	-	8364	8364	2146.0	79.0	482.4	0.0	0.0		0		89.0		89							
YBL089W	II	+	1380	1380	146.0	108.0	614.6	61.0	193.0	15.0	193	64.0	75.0	280.0	280	63.0	0.0	1.0		205.0		both too long
YBL090W	II	+	534	534	75.0	180.0	540.0	81.0	58.0	39.0	58	31.0	104.0	218.0	218	123.0	0.0	1.0		114.0		DRS too short
YBL091C	II	-	1266	1266	170.0	121.0	716.0	396.0	14.0	7.0	14	22.0	91.0	352.0	352	100.0	0.0	1.0		261.0		DRS too short
YBL091C-A	II	-	616	528	4437.0	230.0	470.5	14.0	145.0	4.0	145	13.0	135.0	242.0	242	132.0	0.0	1.0		107.0		both too long
YBL092W	II	+	726	393	4499.0	8710.0	470.5	8262.0	7.0	363.0	363	32.0	71.0	143.0	143	147.0	1.0	1.0	356.0	72.0	DRS too short	both too short
YBL093C	II	-	663	663	92.0	230.0	620.4	149.0	113.0	79.0	113	80.0	148.0	437.0	437	150.0	0.0	1.0		289.0		DRS too short
YBL094C	II	-	333	333	100.0		598.2	2.0	0.0		0	585.0	0.0		0	733.0						
YBL095W	II	+	813	813	104.0	62.0	559.5	15.0	157.0		157	16.0	120.0	251.0	251	118.0		1.0		131.0		both too long
YBL096C	II	-	309	309	41.0	45.0	394.2	2.0	783.0	559.0	783	1200.0	50.0	41.0	50	142.0	0.0	0.0				
YBL097W	II	+	2265	2265	35.0		540.8	2.0			0	58.0			0	170.0						
YBL098W	II	+	1383	1383	388.0	100.0	514.7	0.0	20.0		20		63.0		63							
YBL099W	II	+	1638	1638	588.0	923.0	913.4	1199.0	309.0	350.0	350	320.0	205.0	291.0	291	232.0	1.0	1.0	41.0	86.0	DRS too short	DRS too short
YBL100C	II	-	315	315	18.0		359.7	0.0			0				0							
YBL100W-C	II	+	120	120				2.0			0	55.0			0	140.0						
YBL101C	II	-	3354	3354	192.0	97.0	707.4	2.0	156.0	106.0	156	107.0	142.0	168.0	168	169.0	0.0	1.0		26.0		both too short
YBL102W	II	+	648	648	176.0	264.0	531.3	229.0	44.0	218.0	218	88.0	146.0	192.0	192	193.0	1.0	1.0	174.0	46.0	DRS too short	both too short
YBL103C	II	-	1461	1461	122.0	167.0	775.0	6.0	252.0	253.0	253	266.0	264.0	502.0	502	458.0	1.0	1.0	1.0	238.0	both too short	DRS too short
YBL104C	II	-	3117	3117	103.0	82.0	568.2	3.0	9.0	24.0	24	4.0	27.0	100.0	100	36.0	1.0	1.0	15.0	73.0	both too long	DRS too short
YBL105C	II	-	3456	3456	95.0	73.0	770.3	66.0	258.0	265.0	265	266.0	139.0	136.0	139	137.0	1.0	0.0	7.0		both too short	
YBL106C	II	-	3033	3033	86.0	53.0	542.5	2.0	477.0		477	52.0	70.0		70	67.0						
YBL107C	II	-	591	591	98.0	170.0	507.9	129.0	14.0		14	0.0	129.0	230.0	230	126.0		1.0		101.0		both too long
YBL107W-A	II	+	105	105	50.0		387.2	0.0			0				0							
YBL108C-A	II	-	129	129				0.0			0				0							
YBL108W	II	+	306	306				0.0			0				0							
YBL109W	II	+	336	336				0.0			0				0							
YBL111C	II	-	2103	2004	5.0	7.0	964.0	0.0			0				0							
YBL112C	II	-	318	318				0.0			0				0							
YBL113C	II	-	2379	2379	16.0	25.0	535.5	0.0	470.0		470		784.0		784							
YBL113W-A	II	+	483	483	12.0		499.2	0.0	122.0		122		889.0		889							
YBR001C	II	-	2343	2343	139.0	111.0	543.9	36.0	44.0	149.0	149	56.0	38.0	157.0	157	69.0	1.0	1.0	105.0	119.0	DRS too short	DRS too short
YBR002C	II	-	861	861	71.0	99.0	669.2	16.0	23.0	15.0	23	16.0	120.0	251.0	251	119.0	0.0	1.0		131.0		both too long
YBR003W	II	+	1422	1422	137.0	164.0	627.2	72.0	21.0	28.0	28	29.0	132.0	133.0	133	127.0	1.0	1.0	7.0	1.0	both too short	both too long
YBR004C	II	-	1302	1302	195.0	223.0	692.0	88.0	11.0	1047.0	1047	16.0	94.0	93.0	94	93.0	1.0	0.0	1036.0		DRS too short	
YBR005W	II	+	642	642	147.0	143.0	677.0	42.0	77.0	63.0	77	38.0	152.0	372.0	372	156.0	0.0	1.0		220.0		DRS too short
YBR006W	II	+	1494	1494	181.0	141.0	684.9	30.0	118.0	130.0	130	131.0	138.0	145.0	145	146.0	1.0	1.0	12.0	7.0	both too short	both too short
YBR007C	II	-	2211	2211	132.0	105.0	644.1	5.0	67.0	89.0	89	122.0	146.0	182.0	182	141.0	1.0	1.0	22.0	36.0	both too short	both too long
YBR008C	II	-	1647	1647	114.0	107.0	652.5	36.0	672.0	625.0	672	221.0	45.0	159.0	159	160.0	0.0	1.0		114.0		both too short
YBR009C	II	-	312	312	4571.0	4539.0	475.6	2294.0	31.0	524.0	524	39.0	167.0	163.0	167	168.0	1.0	0.0	493.0		DRS too short	
YBR010W	II	+	411	411	2256.0	3650.0	496.5	575.0	17.0	27.0	27	28.0	134.0	356.0	356	152.0	1.0	1.0	10.0	222.0	both too short	DRS too short
YBR011C	II	-	864	864	3011.0	1610.0	630.3	7528.0	48.0	30.0	48	31.0	114.0	219.0	219	112.0	0.0	1.0		105.0		both too long
YBR012C	II	-	420	420	7.0	3515.0	545.0	1.0	771.0	4.0	771	5.0	137.0	205.0	205	206.0	0.0	1.0		68.0		both too short
YBR013C	II	-	390	390	268.0	69.0	657.9	1.0	313.0		313	131.0	156.0		156	13.0						
YBR014C	II	-	612	612	364.0	265.0	593.7	110.0	57.0	178.0	178	96.0	112.0	123.0	123	111.0	1.0	1.0	121.0	11.0	DRS too short	both too long
YBR015C	II	-	1794	1794	283.0	392.0	881.1	131.0	84.0	408.0	408	128.0	140.0	140.0	140	119.0	1.0	0.0	324.0		DRS too short	
YBR016W	II	+	387	387	208.0	275.0	506.7	1811.0	34.0	497.0	497	30.0	111.0	212.0	212	207.0	1.0	1.0	463.0	101.0	both too long	DRS too short
YBR017C	II	-	2757	2757	272.0	203.0	724.1	48.0	41.0	68.0	68	62.0	106.0	186.0	186	102.0	1.0	1.0	27.0	80.0	DRS too short	both too long
YBR018C	II	-	1101	1101	8.0		334.2	347.0	30.0		30	20.0	96.0		96	137.0						
YBR019C	II	-	2100	2100	17.0	24.0	502.8	7307.0	683.0		683	25.0	105.0		105	110.0						
YBR020W	II	+	1587	1587	19.0	16.0	515.6	40248.0	859.0		859	58.0	45.0		45	156.0						
YBR021W	II	+	1902	1902	72.0	49.0	723.1	66.0	251.0	135.0	251	136.0	92.0	186.0	186	127.0	0.0	1.0		94.0		DRS too short
YBR022W	II	+	534	534	180.0	171.0	534.0	25.0	75.0	247.0	247	62.0	109.0	128.0	128	158.0	1.0	1.0	172.0	19.0	both too long	both too short
YBR023C	II	-	3498	3498	236.0	260.0	838.5	3.0	137.0	128.0	137	134.0	131.0	201.0	201	96.0	0.0	1.0		70.0		both too long
YBR024W	II	+	906	906	427.0	38.0	502.7	654.0	105.0	338.0	338	113.0	123.0	104.0	123	2.0	1.0	0.0	233.0		DRS too short	
YBR025C	II	-	1185	1185	996.0	1365.0	920.9	450.0	119.0	30.0	119	37.0	213.0	749.0	749	211.0	0.0	1.0		536.0		both too long
YBR026C	II	-	1143	1143	203.0	190.0	700.8	113.0	57.0	82.0	82	3.0	117.0	129.0	129	116.0	1.0	1.0	25.0	12.0	both too long	both too long
YBR027C	II	-	333	333	25.0	26.0	461.3	0.0	985.0		985		0.0		0							
YBR028C	II	-	1578	1578	130.0	48.0	568.4	17.0	88.0	59.0	88	34.0	178.0	175.0	178	176.0	0.0	0.0				
YBR029C	II	-	1374	1374	196.0	290.0	835.6	104.0	74.0	110.0	110	90.0	44.0	141.0	141	131.0	1.0	1.0	36.0	97.0	DRS too short	DRS too short
YBR030W	II	+	1659	1659	61.0	47.0	718.1	18.0	71.0	271.0	271	60.0	34.0	120.0	120	56.0	1.0	1.0	200.0	86.0	both too long	DRS too short
YBR031W	II	+	1089	1089	2884.0	4424.0	906.9	6027.0	48.0	20.0	48	16.0	75.0	196.0	196	88.0	0.0	1.0		121.0		DRS too short
YBR032W	II	+	303	303	1084.0		509.7	2.0			0	1.0			0	140.0						
YBR033W	II	+	2760	2760	629.0	45.0	340.7	6.0	684.0		684	23.0	85.0		85	83.0						
YBR034C	II	-	1047	1047	482.0	465.0	751.3	27.0	35.0	60.0	60	20.0	191.0	546.0	546	190.0	1.0	1.0	25.0	355.0	both too long	both too long
YBR035C	II	-	687	687	270.0	405.0	616.3	217.0	19.0	378.0	378	30.0	100.0	132.0	132	99.0	1.0	1.0	359.0	32.0	DRS too short	both too long
YBR036C	II	-	1233	1233	635.0	493.0	679.7	23.0	38.0	41.0	41	48.0	197.0	335.0	335	194.0	1.0	1.0	3.0	138.0	both too short	both too long
YBR037C	II	-	888	888	32.0	37.0	768.5	45.0	38.0	59.0	59	49.0	72.0	72.0	72	70.0	1.0	0.0	21.0		DRS too short	
YBR038W	II	+	2892	2892	93.0	111.0	558.2	9.0	37.0	40.0	40	37.0	187.0	189.0	189	186.0	1.0	1.0	3.0	2.0	both too long	both too long
YBR039W	II	+	936	936	374.0	492.0	817.6	39.0	80.0	90.0	90	36.0	182.0	438.0	438	178.0	1.0	1.0	10.0	256.0	both too long	both too long
YBR040W	II	+	897	897	143.0		392.9	0.0			0	46.0			0	183.0						
YBR041W	II	+	2010	2010	210.0	216.0	786.8	42.0	46.0	108.0	108	53.0	148.0	141.0	148	142.0	1.0	0.0	62.0		DRS too short	
YBR042C	II	-	1194	1194	267.0	226.0	664.0	47.0	56.0	46.0	56	36.0	65.0	136.0	136	67.0	0.0	1.0		71.0		DRS too short
YBR043C	II	-	2070	2070	112.0	130.0	615.1	11.0	138.0	148.0	148	149.0	109.0	154.0	154	128.0	1.0	1.0	10.0	45.0	both too short	DRS too short
YBR044C	II	-	1719	1719	59.0	75.0	637.2	31.0	72.0	82.0	82	31.0	51.0	75.0	75	76.0	1.0	1.0	10.0	24.0	both too long	both too short
YBR045C	II	-	1920	1920	97.0	73.0	558.1	2.0	975.0		975	108.0	141.0		141	138.0						
YBR046C	II	-	1005	1005	116.0	68.0	696.7	24.0	30.0	40.0	40	31.0	45.0	433.0	433	271.0	1.0	1.0	10.0	388.0	DRS too short	DRS too short
YBR047W	II	+	528	528	41.0	119.0	578.2	5.0	71.0	544.0	544	20.0	96.0	133.0	133	101.0	1.0	1.0	473.0	37.0	both too long	DRS too short
YBR048W	II	+	982	471	2927.0	4010.0	609.5	17498.0	0.0	14.0	14	15.0	216.0	425.0	425	225.0	1.0	1.0	14.0	209.0	both too short	DRS too short
YBR049C	II	-	2433	2433	1190.0	77.0	492.4	39.0	83.0	148.0	148	149.0	238.0	245.0	245	245.0	1.0	1.0	65.0	7.0	both too short	both too short
YBR050C	II	-	1017	1017	42.0	7.0	462.7	23.0	65.0	260.0	260	109.0	39.0	37.0	39	38.0	1.0	0.0	195.0		DRS too short	
YBR051W	II	+	351	351	75.0	13.0	512.4	0.0	844.0		844		15.0		15							
YBR052C	II	-	633	633	141.0	260.0	608.8	152.0	59.0	70.0	70	64.0	59.0	187.0	187	57.0	1.0	1.0	11.0	128.0	DRS too short	both too long
YBR053C	II	-	1077	1077	129.0	91.0	773.4	135.0	14.0	11.0	14	12.0	69.0	342.0	342	69.0	0.0	1.0		273.0		both too long
YBR054W	II	+	1035	1035	427.0	572.0	804.5	3.0	308.0	319.0	319	320.0	363.0	448.0	448	361.0	1.0	1.0	11.0	85.0	both too short	both too long
YBR055C	II	-	2700	2700	222.0	68.0	631.6	15.0	86.0	20.0	86	7.0	101.0	112.0	112	93.0	0.0	1.0		11.0		both too long
YBR056C-B	II	-	159	159	392.0		546.3	1.0			0	302.0			0	115.0						
YBR056W	II	+	1506	1506	198.0	190.0	901.8	36.0	54.0	69.0	69	12.0	44.0	48.0	48	44.0	1.0	1.0	15.0	4.0	both too long	both too long
YBR056W-A	II	+	201	201	446.0	1176.0	570.0	7.0	91.0	159.0	159	27.0	437.0	425.0	437	438.0	1.0	0.0	68.0		both too long	
YBR057C	II	-	1101	1101	520.0	121.0	588.0	42.0	99.0	111.0	111	32.0	113.0	137.0	137	104.0	1.0	1.0	12.0	24.0	both too long	both too long
YBR058C	II	-	2346	2346	266.0	71.0	552.5	5.0	11.0	73.0	73	22.0	31.0	15.0	31	18.0	1.0	0.0	62.0		DRS too short	
YBR058C-A	II	-	243	243	252.0	680.0	428.0	1171.0	213.0	58.0	213	59.0	137.0	244.0	244	171.0	0.0	1.0		107.0		DRS too short
YBR059C	II	-	3327	3327	354.0	86.0	509.9	5.0	122.0	46.0	122	150.0	84.0	98.0	98	79.0	0.0	1.0		14.0		both too long
YBR060C	II	-	1863	1863	100.0	137.0	755.9	13.0	78.0	123.0	123	87.0	58.0	62.0	62	57.0	1.0	1.0	45.0	4.0	DRS too short	both too long
YBR061C	II	-	933	933	362.0	250.0	648.4	46.0	18.0	6.0	18	7.0	159.0	611.0	611	153.0	0.0	1.0		452.0		both too long
YBR062C	II	-	625	543	146.0	280.0	541.3	29.0	576.0	72.0	576	146.0	112.0	79.0	112	102.0	0.0	0.0				
YBR063C	II	-	1215	1215	66.0	34.0	606.0	10.0	837.0	1372.0	1372	1536.0	61.0	56.0	61	57.0	1.0	0.0	535.0		both too short	
YBR064W	II	+	429	429	34.0	43.0	694.0	0.0	984.0		984		493.0		493							
YBR065C	II	-	1095	1095	51.0	12.0	510.4	10.0	55.0	34.0	55	42.0	294.0	584.0	584	1671.0	0.0	1.0		290.0		both too short
YBR066C	II	-	663	663	131.0	172.0	482.2	11.0	165.0	304.0	304	83.0	97.0	104.0	104	99.0	1.0	1.0	139.0	7.0	both too long	DRS too short
YBR067C	II	-	633	633	1353.0	1348.0	637.3	957.0	67.0	384.0	384	51.0	124.0	137.0	137	138.0	1.0	1.0	317.0	13.0	both too long	both too short
YBR068C	II	-	1830	1830	748.0	699.0	783.3	4165.0	50.0	76.0	76	39.0	222.0	218.0	222	219.0	1.0	0.0	26.0		both too long	
YBR069C	II	-	1860	1860	309.0	340.0	744.8	29.0	97.0	168.0	168	105.0	147.0	159.0	159	145.0	1.0	1.0	71.0	12.0	DRS too short	both too long
YBR070C	II	-	714	714	74.0	69.0	556.3	40.0	67.0	45.0	67	21.0	45.0	119.0	119	43.0	0.0	1.0		74.0		both too long
YBR071W	II	+	636	636	143.0	154.0	719.1	103.0	148.0	215.0	215	72.0	269.0	275.0	275	275.0	1.0	1.0	67.0	6.0	both too long	both too short
YBR072C-A	II	-	162	162	72.0		683.2	0.0			0				0							
YBR072W	II	+	645	645	83.0	180.0	660.9	80.0	150.0	181.0	181	74.0	167.0	163.0	167	164.0	1.0	0.0	31.0		both too long	
YBR073W	II	+	2877	2877	193.0	209.0	835.3	1.0	15.0		15	22.0	64.0		64	79.0						
YBR074W	II	+	2931	2931	258.0	203.0	561.0	61.0	13.0	4.0	13	5.0	46.0	114.0	114	62.0	0.0	1.0		68.0		DRS too short
YBR076C-A	II	-	267	267	90.0	156.0	495.6	27.0	727.0	52.0	727	240.0	180.0	1221.0	1221	57.0	0.0	1.0		1041.0		both too long
YBR076W	II	+	1065	1065	71.0	32.0	430.3	1.0	121.0		121	66.0	201.0		201	553.0						
YBR077C	II	-	489	489	104.0	72.0	526.8	28.0	212.0	540.0	540	40.0	220.0	216.0	220	217.0	1.0	0.0	328.0		both too long	
YBR078W	II	+	1620	1290	1794.0	2441.0	892.4	872.0	0.0	175.0	175	176.0	159.0	641.0	641	300.0	1.0	1.0	175.0	482.0	both too short	DRS too short
YBR079C	II	-	2895	2895	1126.0	368.0	503.9	300.0	13.0	24.0	24	25.0	89.0	151.0	151	89.0	1.0	1.0	11.0	62.0	both too short	both too long
YBR080C	II	-	2277	2277	193.0	282.0	819.9	88.0	13.0	35.0	35	26.0	147.0	149.0	149	128.0	1.0	1.0	22.0	2.0	DRS too short	both too long
YBR081C	II	-	3999	3999	63.0	77.0	998.3	1.0	135.0		135	153.0	76.0		76	116.0						
YBR082C	II	-	542	447	1665.0	1577.0	505.5	4238.0	107.0	38.0	107	86.0	169.0	526.0	526	167.0	0.0	1.0		357.0		both too long
YBR083W	II	+	1461	1461	85.0	90.0	751.8	4.0	41.0	221.0	221	255.0	91.0	78.0	91	125.0	1.0	0.0	180.0		both too short	
YBR084C-A	II	-	1076	570	2442.0	4334.0	520.5	1246.0	0.0	200.0	200	22.0	69.0	122.0	122	54.0	1.0	1.0	200.0	53.0	DRS too short	both too long
YBR084W	II	+	2928	2928	2532.0	598.0	596.6	158.0	38.0	61.0	61	14.0	97.0	198.0	198	92.0	1.0	1.0	23.0	101.0	both too long	both too long
YBR085C-A	II	-	258	258	2489.0	2481.0	563.2	27.0	88.0	573.0	573	29.0	361.0	376.0	376	373.0	1.0	1.0	485.0	15.0	both too long	DRS too short
YBR085W	II	+	924	924	76.0	59.0	683.2	31.0	131.0	554.0	554	109.0	84.0	161.0	161	166.0	1.0	1.0	423.0	77.0	both too long	both too short
YBR086C	II	-	2841	2841	422.0	416.0	756.5	15.0	159.0	318.0	318	291.0	124.0	124.0	124	132.0	1.0	0.0	159.0		DRS too short	
YBR087W	II	+	1065	1065	249.0	299.0	784.9	57.0	11.0	162.0	162	11.0	57.0	49.0	57	55.0	1.0	0.0	151.0		both too long	
YBR088C	II	-	777	777	273.0	123.0	552.0	184.0	49.0	42.0	49	43.0	70.0	199.0	199	41.0	0.0	1.0		129.0		both too long
YBR089C-A	II	-	684	300	125.0	108.0	484.8	257.0	27.0	47.0	47	26.0	108.0	243.0	243	157.0	1.0	1.0	20.0	135.0	both too long	DRS too short
YBR089W	II	+	600	600	275.0	130.0	531.0	1.0	306.0	154.0	306	155.0	13.0	254.0	254	255.0	0.0	1.0		241.0		both too short
YBR090C	II	-	726	369	198.0	386.0	442.0	1.0	451.0		451	2070.0	327.0		327	300.0						
YBR091C	II	-	330	330	126.0	130.0	462.9	130.0	37.0	40.0	40	41.0	92.0	185.0	185	90.0	1.0	1.0	3.0	93.0	both too short	both too long
YBR092C	II	-	1404	1404	488.0	633.0	569.1	372.0	18.0	1742.0	1742	14.0	52.0	50.0	52	51.0	1.0	0.0	1724.0		both too long	
YBR093C	II	-	1404	1404	533.0	432.0	827.8	936.0	853.0	465.0	853	35.0	59.0	55.0	59	67.0	0.0	0.0				
YBR094W	II	+	2262	2262	96.0	107.0	613.5	150.0	42.0	65.0	65	66.0	3.0	121.0	121	3.0	1.0	1.0	23.0	118.0	both too short	both too long
YBR095C	II	-	1293	1293	101.0	58.0	683.6	51.0	27.0	73.0	73	24.0	92.0	91.0	92	84.0	1.0	0.0	46.0		both too long	
YBR096W	II	+	693	693	127.0	263.0	628.3	8309.0	79.0	60.0	79	61.0	45.0	162.0	162	68.0	0.0	1.0		117.0		DRS too short
YBR097W	II	+	4365	4365	174.0	81.0	743.0	1.0	45.0		45	40.0	82.0		82	72.0						
YBR098W	II	+	2076	2076	711.0	29.0	506.7	5.0	102.0	19.0	102	19.0	161.0	151.0	161	109.0	0.0	0.0				
YBR099C	II	-	384	384	428.0	38.0	377.9	64.0	586.0		586	44.0	170.0		170	5.0						
YBR101C	II	-	873	873	1530.0	2588.0	787.8	114.0	691.0	49.0	691	50.0	37.0	840.0	840	36.0	0.0	1.0		803.0		both too long
YBR102C	II	-	2262	2262	87.0	82.0	756.2	14.0	67.0	34.0	67	64.0	105.0	133.0	133	105.0	0.0	1.0		28.0		both too long
YBR103C-A	II	-	144	144	18.0	18.0	502.6	1.0	99.0		99	427.0	401.0		401	70.0						
YBR103W	II	+	1608	1608	52.0	59.0	1041.3	21.0	153.0	212.0	212	131.0	49.0	61.0	61	48.0	1.0	1.0	59.0	12.0	both too long	both too long
YBR104W	II	+	990	990	381.0	504.0	761.6	274.0	79.0	109.0	109	88.0	83.0	468.0	468	60.0	1.0	1.0	30.0	385.0	DRS too short	both too long
YBR105C	II	-	1089	1089	202.0	71.0	567.4	32.0	58.0	135.0	135	23.0	153.0	159.0	159	122.0	1.0	1.0	77.0	6.0	both too long	both too long
YBR106W	II	+	567	567	1594.0	2093.0	624.7	423.0	56.0	5.0	56	33.0	141.0	600.0	600	140.0	0.0	1.0		459.0		both too long
YBR107C	II	-	738	738	557.0	62.0	407.3	7.0	241.0	48.0	241	49.0	305.0	565.0	565	304.0	0.0	1.0		260.0		both too long
YBR108W	II	+	2844	2844	390.0	73.0	565.3	5.0	119.0	78.0	119	15.0	184.0	196.0	196	187.0	0.0	1.0		12.0		DRS too short
YBR109C	II	-	444	444	382.0	1104.0	556.0	395.0	42.0	44.0	44	39.0	196.0	339.0	339	198.0	1.0	1.0	2.0	143.0	both too long	DRS too short
YBR109W-A	II	+	225	225	347.0		547.8	3.0		109.0	109	7.0		322.0	322	1497.0						
YBR110W	II	+	1350	1350	215.0	145.0	695.8	136.0	196.0	257.0	257	81.0	102.0	125.0	125	108.0	1.0	1.0	61.0	23.0	both too long	DRS too short
YBR111C	II	-	696	696	758.0	662.0	543.4	137.0	66.0	272.0	272	8.0	76.0	70.0	76	71.0	1.0	0.0	206.0		both too long	
YBR111W-A	II	+	441	291	333.0	470.0	510.8	42.0	33.0	33.0	33	41.0	168.0	177.0	177	167.0	0.0	1.0		9.0		both too long
YBR112C	II	-	2901	2901	261.0	223.0	634.1	4.0	84.0	174.0	174	175.0	232.0	253.0	253	228.0	1.0	1.0	90.0	21.0	both too short	both too long
YBR113W	II	+	483	483				0.0			0				0							
YBR114W	II	+	2373	2373	250.0	106.0	510.6	4.0	80.0	87.0	87	88.0	66.0	171.0	171	99.0	1.0	1.0	7.0	105.0	both too short	DRS too short
YBR115C	II	-	4179	4179	293.0	438.0	919.9	1.0	80.0	18.0	80	19.0	142.0	136.0	142	137.0	0.0	0.0				
YBR116C	II	-	528	528	8.0	9.0	523.8	0.0	929.0		929		0.0		0							
YBR117C	II	-	2046	2046	34.0	27.0	559.5	1.0	643.0		643	31.0	152.0		152	134.0						
YBR118W	II	+	1377	1377	11936.0	16663.0	973.6	14117.0	108.0	206.0	206	22.0	91.0	100.0	100	90.0	1.0	1.0	98.0	9.0	both too long	both too long
YBR119W	II	+	986	897	5017.0	116.0	448.9	37.0	309.0	64.0	309	48.0	147.0	264.0	264	120.0	0.0	1.0		117.0		both too long
YBR120C	II	-	489	489	592.0	137.0	422.0	51.0	86.0	147.0	147	70.0	67.0	243.0	243	60.0	1.0	1.0	61.0	176.0	both too long	both too long
YBR121C	II	-	2004	2004	1151.0	921.0	890.5	1705.0	127.0	198.0	198	64.0	104.0	113.0	113	136.0	1.0	1.0	71.0	9.0	both too long	both too short
YBR121C-A	II	-	159	159	187.0	830.0	1312.6	1705.0	435.0	870.0	870	947.0	997.0	1075.0	1075	1098.0	1.0	1.0	435.0	78.0	both too short	both too short
YBR122C	II	-	534	534	132.0	279.0	580.8	316.0	106.0	557.0	557	33.0	198.0	201.0	201	165.0	1.0	1.0	451.0	3.0	both too long	both too long
YBR123C	II	-	1950	1950	153.0	27.0	637.8	63.0	50.0	62.0	62	63.0	62.0	71.0	71	38.0	1.0	1.0	12.0	9.0	both too short	both too long
YBR124W	II	+	360	360	29.0		508.3	0.0			0	466.0			0	51.0						
YBR125C	II	-	1182	1182	105.0	90.0	556.5	1.0	177.0	195.0	195	196.0	139.0	137.0	139	138.0	1.0	0.0	18.0		both too short	
YBR126C	II	-	1488	1488	456.0	353.0	731.1	177.0	85.0	159.0	159	107.0	132.0	134.0	134	131.0	1.0	1.0	74.0	2.0	DRS too short	both too long
YBR126W-A	II	+	207	207	212.0	23.0	369.7	3592.0			0	23.0			0	143.0						
YBR126W-B	II	+	144	144	214.0	538.0	391.4	3592.0		13.0	13	100.0		223.0	223	129.0						
YBR127C	II	-	1554	1554	410.0	419.0	722.3	13355.0	53.0	163.0	163	31.0	175.0	165.0	175	166.0	1.0	0.0	110.0		both too long	
YBR128C	II	-	1035	1035	63.0	30.0	506.0	2.0	56.0	52.0	56	46.0	105.0	73.0	105	78.0	0.0	0.0				
YBR129C	II	-	987	987	103.0	114.0	607.8	12.0	35.0	44.0	44	45.0	91.0	159.0	159	81.0	1.0	1.0	9.0	68.0	both too short	both too long
YBR130C	II	-	1278	1278	64.0	97.0	829.4	58.0	57.0	68.0	68	60.0	95.0	112.0	112	113.0	1.0	1.0	11.0	17.0	DRS too short	both too short
YBR131C-A	II	-	90	90				0.0			0				0							
YBR131W	II	+	2115	2115	50.0	50.0	815.9	27.0	28.0	29.0	29	44.0	79.0	225.0	225	75.0	1.0	1.0	1.0	146.0	both too short	both too long
YBR132C	II	-	1791	1791	58.0	50.0	582.7	409.0	213.0	407.0	407	164.0	94.0	302.0	302	303.0	1.0	1.0	194.0	208.0	both too long	both too short
YBR133C	II	-	2484	2484	51.0	61.0	801.9	15.0	118.0	158.0	158	159.0	58.0	305.0	305	59.0	1.0	1.0	40.0	247.0	both too short	DRS too short
YBR134W	II	+	402	402	52.0		519.3	0.0			0				0							
YBR135W	II	+	453	453	46.0	154.0	487.2	291.0	85.0	102.0	102	94.0	106.0	273.0	273	106.0	1.0	1.0	17.0	167.0	DRS too short	both too long
YBR136W	II	+	7107	7107	179.0	65.0	631.3	0.0	9.0		9		200.0		200							
YBR137W	II	+	540	540	141.0	261.0	575.4	121.0	109.0	77.0	109	38.0	91.0	217.0	217	118.0	0.0	1.0		126.0		DRS too short
YBR138C	II	-	1575	1575	128.0	60.0	606.6	13.0	73.0		73	30.0	151.0		151	149.0						
YBR139W	II	+	1527	1527	142.0	176.0	703.2	131.0	3.0	5.0	5	5.0	121.0	209.0	209	170.0	1.0	1.0	2.0	88.0	both too short	DRS too short
YBR140C	II	-	9279	9279	214.0	181.0	729.5	0.0	289.0		289		102.0		102							
YBR141C	II	-	1014	1014	18.0	41.0	607.7	8.0	20.0	44.0	44	39.0	115.0	167.0	167	81.0	1.0	1.0	24.0	52.0	DRS too short	both too long
YBR141W-A	II	+	96	96	20.0		687.9	8.0		218.0	218	17.0		460.0	460	480.0						
YBR142W	II	+	2322	2322	760.0	323.0	584.3	14.0	51.0	82.0	82	67.0	171.0	204.0	204	123.0	1.0	1.0	31.0	33.0	DRS too short	both too long
YBR143C	II	-	1314	1314	1382.0	1803.0	962.2	233.0	64.0	102.0	102	28.0	139.0	203.0	203	139.0	1.0	1.0	38.0	64.0	both too long	both too long
YBR144C	II	-	315	315	44.0	12.0	392.2	0.0			0				0							
YBR145W	II	+	1056	1056	288.0	378.0	799.8	51.0	78.0	40.0	78	41.0	85.0	304.0	304	101.0	0.0	1.0		219.0		DRS too short
YBR146W	II	+	837	837	244.0	211.0	617.1	91.0	61.0	62.0	62	63.0	184.0	466.0	466	222.0	1.0	1.0	1.0	282.0	both too short	DRS too short
YBR147W	II	+	891	891	155.0	128.0	675.4	11.0	132.0	147.0	147	113.0	18.0	417.0	417	16.0	1.0	1.0	15.0	399.0	both too long	both too long
