gene	unagi_five	unagi_three
YML045W-A		4261.0
YML046W	93.0	185.0
YML048W	88.0	344.0
YML049C		152.0
YML050W	30.0	142.0
YML051W	84.0	102.0
YML052W	55.0	102.0
YML053C	81.0	171.0
YML054C	43.0	115.0
YML055W	66.0	212.0
YML056C		24.0
YML057W	268.0	130.0
YML058W	44.0	241.0
YML058W-A	31.0	124.0
YML059C	80.0	134.0
YML060W	86.0	183.0
YML061C	150.0	58.0
YML062C	32.0	148.0
YML063W	211.0	95.0
YML064C	101.0	199.0
YML065W	94.0	146.0
YML066C	420.0	
YML067C	19.0	34.0
YML068W	101.0	1479.0
YML069W	69.0	80.0
YML070W	50.0	71.0
YML071C	139.0	53.0
YML072C	287.0	143.0
YML073C	40.0	78.0
YML074C	44.0	97.0
YML075C	219.0	177.0
YML076C	43.0	154.0
YML077W	67.0	123.0
YML078W	25.0	149.0
YML079W	9.0	849.0
YML080W	124.0	108.0
YML081C-A	70.0	162.0
YML081W	2177.0	116.0
YML082W	1082.0	1466.0
YML083C		135.0
YML085C	55.0	175.0
YML086C	129.0	119.0
YML087C	10.0	122.0
YML088W	29.0	88.0
YML091C	287.0	113.0
YML092C	29.0	101.0
YML093W	24.0	107.0
YML094W	27.0	102.0
YML095C	41.0	960.0
YML096W	24.0	126.0
YML097C	49.0	85.0
YML098W	24.0	97.0
YML099C	53.0	155.0
YML100W	60.0	127.0
YML100W-A		240.0
YML101C	66.0	74.0
YML102W	488.0	430.0
YML103C	41.0	51.0
YML104C	68.0	147.0
YML105C	66.0	111.0
YML106W	291.0	167.0
YML107C	19.0	680.0
YML108W	112.0	460.0
YML109W	464.0	86.0
YML110C	50.0	285.0
YML111W	847.0	142.0
YML112W	73.0	88.0
YML113W	67.0	147.0
YML114C	19.0	157.0
YML115C	84.0	57.0
YML116W	148.0	155.0
YML117W	599.0	273.0
YML118W	448.0	184.0
YML119W	474.0	62.0
YML120C	69.0	367.0
YML121W	316.0	184.0
YML122C		174.0
YML123C	49.0	152.0
YML124C	27.0	126.0
YML125C	18.0	78.0
YML126C		197.0
YML127W	75.0	169.0
YML128C	69.0	205.0
YML129C	26.0	197.0
YML130C	101.0	98.0
YML131W	53.0	195.0
YML132W	15.0	79.0
YML133C	387.0	79.0
YMR001C	392.0	208.0
YMR001C-A		162.0
YMR002W	111.0	245.0
YMR003W	41.0	307.0
YMR004W	937.0	146.0
YMR005W	71.0	90.0
YMR006C	58.0	105.0
YMR007W	10.0	130.0
YMR008C	184.0	248.0
YMR009W	505.0	117.0
YMR010W	237.0	449.0
YMR011W	38.0	159.0
YMR012W	152.0	137.0
YMR013C	84.0	191.0
YMR014W	314.0	123.0
YMR015C	54.0	186.0
YMR016C	309.0	671.0
YMR017W	363.0	448.0
YMR018W	29.0	63.0
YMR019W		105.0
YMR020W	152.0	96.0
YMR021C	57.0	277.0
YMR022W	20.0	106.0
YMR023C		45.0
YMR024W	254.0	133.0
YMR025W	52.0	1308.0
YMR026C	113.0	124.0
YMR027W	68.0	76.0
YMR028W	48.0	1678.0
YMR029C	38.0	85.0
YMR030W	2603.0	121.0
YMR030W-A	2115.0	
YMR031C	79.0	209.0
YMR032W	100.0	179.0
YMR033W	71.0	226.0
YMR034C	187.0	102.0
YMR035W	484.0	182.0
YMR036C	187.0	140.0
YMR037C	557.0	282.0
YMR038C	32.0	128.0
YMR039C	100.0	87.0
YMR040W	69.0	81.0
YMR041C	107.0	123.0
YMR042W	113.0	534.0
YMR043W	495.0	396.0
YMR044W	64.0	184.0
YMR045C		325.0
YMR046C		2425.0
YMR047C	87.0	89.0
YMR048W	25.0	110.0
YMR049C	47.0	180.0
YMR050C		335.0
YMR051C		2425.0
YMR052W	28.0	1609.0
YMR053C	18.0	123.0
YMR054W	232.0	121.0
YMR055C	189.0	124.0
YMR056C	85.0	131.0
YMR058W	70.0	142.0
YMR059W	22.0	382.0
YMR060C	4.0	426.0
YMR061W	40.0	109.0
YMR062C	95.0	114.0
YMR063W	824.0	1899.0
YMR064W	1650.0	236.0
YMR065W	2644.0	92.0
YMR066W	28.0	2019.0
YMR067C	147.0	97.0
YMR068W	35.0	97.0
YMR069W		28.0
YMR070W	317.0	181.0
YMR071C	59.0	76.0
YMR072W	43.0	144.0
YMR073C	53.0	95.0
YMR074C	21.0	66.0
YMR075W	198.0	109.0
YMR076C	79.0	222.0
YMR077C	86.0	199.0
YMR078C	22.0	125.0
YMR079W	52.0	335.0
YMR080C	79.0	495.0
YMR081C	147.0	186.0
YMR082C	136.0	455.0
YMR083W	75.0	96.0
YMR084W	311.0	1490.0
YMR085W	1174.0	132.0
YMR086W	81.0	617.0
YMR087W	3337.0	36.0
YMR088C	149.0	125.0
YMR089C	218.0	210.0
YMR090W	807.0	75.0
YMR091C	41.0	73.0
YMR092C	82.0	69.0
YMR093W	29.0	91.0
YMR094W	40.0	2189.0
YMR095C	69.0	340.0
YMR096W	50.0	144.0
YMR097C	141.0	90.0
YMR098C	91.0	90.0
YMR099C	23.0	255.0
YMR100W	370.0	192.0
YMR101C	39.0	222.0
YMR102C	330.0	121.0
YMR103C	2215.0	172.0
YMR104C	34.0	690.0
YMR105C	71.0	151.0
YMR105W-A	98.0	531.0
YMR106C	39.0	2659.0
YMR107W	46.0	194.0
YMR108W	507.0	165.0
YMR109W	65.0	1760.0
YMR110C	25.0	169.0
YMR111C	108.0	183.0
YMR112C		124.0
YMR113W	66.0	68.0
YMR114C	54.0	96.0
YMR115W	48.0	171.0
YMR116C	29.0	85.0
YMR117C	42.0	1098.0
YMR118C	63.0	67.0
YMR119W	227.0	244.0
YMR120C	48.0	175.0
YMR121C	64.0	60.0
YMR122W-A	53.0	247.0
YMR123W	106.0	92.0
YMR124W	279.0	140.0
YMR125W	83.0	142.0
YMR126C	287.0	91.0
YMR127C	101.0	217.0
YMR128W	48.0	92.0
YMR129W	58.0	129.0
YMR130W	101.0	78.0
YMR131C	959.0	164.0
YMR132C	87.0	259.0
YMR133W	210.0	1200.0
YMR134W	273.0	268.0
YMR135C	53.0	126.0
YMR136W	206.0	78.0
YMR137C	127.0	123.0
YMR138W	51.0	99.0
YMR139W	854.0	97.0
YMR140W	69.0	840.0
YMR142C	28.0	120.0
YMR143W	183.0	110.0
YMR144W	169.0	170.0
YMR145C	203.0	202.0
YMR146C	71.0	104.0
YMR147W	108.0	
YMR148W	208.0	
YMR149W	101.0	99.0
YMR150C	424.0	142.0
YMR152W	581.0	71.0
YMR153W	67.0	806.0
YMR154C	27.0	172.0
YMR155W	221.0	154.0
YMR156C	12.0	54.0
YMR157C	44.0	127.0
YMR158C-A	1562.0	91.0
YMR158W	119.0	104.0
YMR159C		1470.0
YMR160W	47.0	269.0
YMR161W	52.0	406.0
YMR162C	178.0	334.0
YMR163C	157.0	67.0
YMR164C	155.0	394.0
YMR165C	114.0	124.0
YMR166C	209.0	239.0
YMR167W	236.0	725.0
YMR168C	41.0	381.0
YMR169C	57.0	58.0
YMR170C	35.0	83.0
YMR171C	196.0	251.0
YMR172W	226.0	462.0
YMR173W	54.0	114.0
YMR174C	138.0	176.0
YMR175W	537.0	118.0
YMR175W-A	277.0	1847.0
YMR176W	345.0	86.0
YMR177W		188.0
YMR178W	52.0	270.0
YMR179W	152.0	253.0
YMR180C	536.0	119.0
YMR181C	178.0	292.0
YMR182C	144.0	1208.0
YMR182W-A	488.0	838.0
YMR183C	66.0	250.0
YMR184W	66.0	69.0
YMR185W	22.0	59.0
YMR186W	98.0	99.0
YMR187C	102.0	228.0
YMR188C	84.0	135.0
YMR189W	179.0	93.0
YMR190C	152.0	306.0
YMR191W	18.0	160.0
YMR192W	82.0	69.0
YMR193W	94.0	144.0
YMR194C-B	15.0	273.0
YMR194W	63.0	84.0
YMR195W	168.0	128.0
YMR196W	134.0	122.0
YMR197C	57.0	192.0
YMR198W	309.0	867.0
YMR199W	202.0	133.0
YMR200W	125.0	274.0
YMR201C		1202.0
YMR202W	495.0	84.0
YMR203W	65.0	218.0
YMR204C	52.0	316.0
YMR205C	68.0	319.0
YMR206W	154.0	240.0
YMR207C	439.0	262.0
YMR208W	1684.0	111.0
YMR209C	1120.0	169.0
YMR210W	23.0	70.0
YMR211W	19.0	145.0
YMR212C	146.0	123.0
YMR213W	2463.0	3533.0
YMR214W	458.0	2203.0
YMR215W	1904.0	316.0
YMR216C	176.0	182.0
YMR217W	105.0	161.0
YMR218C	57.0	225.0
YMR219W	73.0	52.0
YMR220W	14.0	243.0
YMR221C	29.0	162.0
YMR222C	28.0	80.0
YMR223W	223.0	444.0
YMR224C	50.0	223.0
YMR225C	31.0	159.0
YMR226C	54.0	63.0
YMR227C	74.0	113.0
YMR228W	39.0	95.0
YMR229C	105.0	108.0
YMR230W	62.0	127.0
YMR230W-A	392.0	
YMR231W	67.0	186.0
YMR232W	169.0	52.0
YMR233W	54.0	170.0
YMR234W	116.0	168.0
YMR235C	44.0	208.0
YMR236W	31.0	143.0
YMR237W	93.0	173.0
YMR238W	173.0	111.0
YMR239C	72.0	106.0
YMR240C	410.0	59.0
YMR241W	213.0	50.0
YMR242C	30.0	109.0
YMR243C	147.0	164.0
YMR244C-A	116.0	116.0
YMR246W	227.0	182.0
YMR247C	73.0	61.0
YMR250W	71.0	120.0
YMR251W	102.0	1201.0
YMR251W-A	35.0	285.0
YMR252C	1512.0	180.0
YMR253C	53.0	810.0
YMR254C		204.0
YMR255W	53.0	290.0
YMR256C	57.0	213.0
YMR257C	388.0	267.0
YMR258C	53.0	95.0
YMR259C	69.0	193.0
YMR260C	40.0	156.0
YMR261C	86.0	151.0
YMR262W	43.0	217.0
YMR263W	26.0	65.0
YMR264W	49.0	115.0
YMR265C	3.0	117.0
YMR266W	42.0	203.0
YMR267W	125.0	356.0
YMR268C	42.0	185.0
YMR269W	53.0	57.0
YMR270C	150.0	169.0
YMR271C	57.0	172.0
YMR272C	44.0	177.0
YMR273C	205.0	78.0
YMR274C	57.0	64.0
YMR275C	60.0	124.0
YMR276W	56.0	107.0
YMR277W	122.0	132.0
YMR278W	85.0	110.0
YMR280C	52.0	75.0
YMR281W	63.0	90.0
YMR282C	47.0	144.0
YMR283C	132.0	104.0
YMR284W	92.0	179.0
YMR285C	2.0	171.0
YMR286W	36.0	131.0
YMR287C	36.0	134.0
YMR288W	21.0	59.0
YMR289W	189.0	146.0
YMR290C	70.0	252.0
YMR291W	151.0	161.0
YMR292W	30.0	85.0
YMR293C	41.0	91.0
YMR294W	48.0	143.0
YMR295C	67.0	199.0
YMR296C	183.0	87.0
YMR297W	86.0	125.0
YMR298W	62.0	145.0
YMR299C	51.0	113.0
YMR300C	258.0	141.0
YMR301C	54.0	65.0
YMR302C	60.0	102.0
YMR303C	70.0	134.0
YMR304W	227.0	284.0
YMR305C	143.0	188.0
YMR306W	270.0	434.0
YMR307W	161.0	178.0
YMR308C	180.0	84.0
YMR309C	81.0	315.0
YMR310C	77.0	69.0
YMR311C	54.0	135.0
YMR312W	64.0	142.0
YMR313C	55.0	106.0
YMR314W	72.0	161.0
YMR315W	42.0	128.0
YMR315W-A	257.0	863.0
YMR316C-A		895.0
YMR316W	64.0	134.0
YMR317W	173.0	179.0
YMR318C	117.0	167.0
YMR319C	176.0	219.0
YMR320W	1301.0	522.0
YMR322C	109.0	265.0
YMR323W	161.0	
YNL001W	80.0	112.0
YNL002C	41.0	63.0
YNL003C	32.0	1247.0
YNL004W	51.0	140.0
YNL005C	71.0	65.0
YNL006W	56.0	366.0
YNL007C	163.0	76.0
YNL008C	1465.0	64.0
YNL009W	34.0	167.0
YNL010W	39.0	135.0
YNL011C	274.0	69.0
YNL012W	3106.0	206.0
YNL014W	171.0	69.0
YNL015W	62.0	194.0
YNL016W	165.0	495.0
YNL020C	135.0	160.0
YNL021W	137.0	1573.0
YNL022C	14.0	142.0
YNL023C		209.0
YNL024C		109.0
YNL024C-A	79.0	271.0
YNL025C	56.0	900.0
YNL026W	33.0	152.0
YNL027W	168.0	123.0
YNL029C	241.0	504.0
YNL030W	30.0	177.0
YNL031C	77.0	259.0
YNL032W	160.0	132.0
YNL033W		106.0
YNL034W		196.0
YNL035C	59.0	213.0
YNL036W	60.0	139.0
YNL037C	141.0	136.0
YNL038W	249.0	121.0
YNL039W	62.0	54.0
YNL040W	58.0	191.0
YNL041C	58.0	181.0
YNL042W	280.0	104.0
YNL044W	90.0	196.0
YNL045W	846.0	66.0
YNL046W	187.0	153.0
YNL047C	244.0	89.0
YNL048W	37.0	98.0
YNL049C	17.0	105.0
YNL050C	26.0	61.0
YNL051W	92.0	86.0
YNL052W	38.0	286.0
YNL053W	123.0	139.0
YNL054W	68.0	274.0
YNL054W-A		4172.0
YNL054W-B		359.0
YNL055C	81.0	151.0
YNL056W	181.0	170.0
YNL058C	71.0	428.0
YNL059C	16.0	236.0
YNL061W	56.0	166.0
YNL062C	48.0	154.0
YNL063W	124.0	89.0
YNL064C	195.0	129.0
YNL066W	12.0	197.0
YNL067W	44.0	309.0
YNL068C	253.0	198.0
YNL069C	31.0	165.0
YNL070W	63.0	135.0
YNL071W	183.0	163.0
YNL072W	26.0	84.0
YNL073W	4.0	79.0
YNL074C	66.0	156.0
YNL075W	98.0	157.0
YNL076W	272.0	75.0
YNL077W	167.0	42.0
YNL078W	9.0	288.0
YNL079C	53.0	180.0
YNL080C	204.0	127.0
YNL081C	39.0	188.0
YNL082W	41.0	79.0
YNL083W	30.0	323.0
YNL084C	73.0	79.0
YNL085W	263.0	288.0
YNL086W	112.0	100.0
YNL087W	145.0	206.0
YNL088W	104.0	158.0
YNL090W	177.0	386.0
YNL091W	1590.0	92.0
YNL092W	1093.0	2299.0
YNL093W	90.0	1611.0
YNL094W	273.0	147.0
YNL095C	235.0	260.0
YNL096C	62.0	208.0
YNL097C	77.0	171.0
YNL098C	97.0	121.0
YNL099C	33.0	323.0
YNL100W	50.0	118.0
YNL101W	213.0	199.0
YNL102W	107.0	70.0
YNL103W	297.0	83.0
YNL104C	156.0	145.0
YNL106C	109.0	192.0
YNL107W	54.0	200.0
YNL108C	165.0	157.0
YNL110C	84.0	122.0
YNL111C	246.0	263.0
YNL112W	41.0	132.0
YNL113W	82.0	171.0
YNL115C	46.0	152.0
YNL116W	61.0	165.0
YNL117W	69.0	92.0
YNL118C	66.0	179.0
YNL119W	39.0	128.0
YNL121C	48.0	238.0
YNL122C		205.0
YNL123W	73.0	289.0
YNL124W	582.0	307.0
YNL125C	176.0	122.0
YNL126W	3347.0	106.0
YNL127W	118.0	1279.0
YNL128W	262.0	174.0
YNL129W	368.0	36.0
YNL130C	33.0	121.0
YNL131W	92.0	309.0
YNL132W	91.0	90.0
YNL133C	37.0	115.0
YNL134C	74.0	86.0
YNL135C	35.0	224.0
YNL136W	24.0	179.0
YNL137C	106.0	293.0
YNL138W	31.0	206.0
YNL138W-A	90.0	214.0
YNL139C	124.0	330.0
YNL140C	4355.0	323.0
YNL141W	69.0	123.0
YNL142W	68.0	93.0
YNL143C		421.0
YNL144C	115.0	55.0
YNL145W	769.0	176.0
YNL146C-A	508.0	680.0
YNL146W	113.0	689.0
YNL147W	113.0	52.0
YNL148C	35.0	646.0
YNL149C	65.0	152.0
YNL151C	1294.0	151.0
YNL152W	38.0	170.0
YNL153C	37.0	224.0
YNL154C	214.0	176.0
YNL155W	152.0	132.0
YNL156C	179.0	121.0
YNL157W	47.0	60.0
YNL158W	65.0	725.0
YNL159C	21.0	715.0
YNL160W	69.0	207.0
YNL161W	218.0	96.0
YNL162W	49.0	90.0
YNL162W-A	21.0	378.0
YNL163C	106.0	131.0
YNL164C	176.0	191.0
YNL165W	81.0	219.0
YNL166C	22.0	100.0
YNL167C	356.0	220.0
YNL168C	56.0	159.0
YNL169C	122.0	145.0
YNL172W	158.0	319.0
YNL173C	77.0	145.0
YNL175C	29.0	167.0
YNL176C	179.0	252.0
YNL177C	49.0	294.0
YNL178W	29.0	62.0
YNL180C	195.0	90.0
YNL181W	103.0	124.0
YNL182C	524.0	88.0
YNL183C	223.0	184.0
YNL184C		628.0
YNL185C	97.0	125.0
YNL186W	193.0	148.0
YNL187W	206.0	173.0
YNL188W	101.0	17.0
YNL189W	205.0	123.0
YNL190W	303.0	621.0
YNL191W	73.0	106.0
YNL192W	115.0	112.0
YNL193W	15.0	38.0
YNL194C	98.0	1283.0
YNL195C	1405.0	96.0
YNL196C	77.0	81.0
YNL197C	338.0	698.0
YNL199C	169.0	166.0
YNL200C	104.0	109.0
YNL201C	269.0	230.0
YNL202W	30.0	118.0
YNL204C	657.0	59.0
YNL206C	45.0	103.0
YNL207W	141.0	164.0
YNL208W	48.0	120.0
YNL209W	31.0	122.0
YNL211C	51.0	239.0
YNL212W	92.0	112.0
YNL213C	102.0	88.0
YNL214W	21.0	262.0
YNL215W	93.0	65.0
YNL216W	155.0	145.0
YNL217W	1001.0	110.0
YNL218W	255.0	444.0
YNL219C	398.0	157.0
YNL220W	95.0	113.0
YNL221C	366.0	167.0
YNL222W	1728.0	210.0
YNL223W	30.0	509.0
YNL224C	95.0	206.0
YNL225C	51.0	111.0
YNL227C	56.0	109.0
YNL229C	208.0	150.0
YNL230C	88.0	384.0
YNL231C	148.0	77.0
YNL232W	28.0	73.0
YNL233W	189.0	168.0
YNL234W	285.0	100.0
YNL236W	30.0	93.0
YNL237W	47.0	198.0
YNL238W	267.0	135.0
YNL239W	58.0	105.0
YNL240C	49.0	114.0
YNL241C	124.0	207.0
YNL242W	141.0	54.0
YNL243W	69.0	59.0
YNL244C	33.0	145.0
YNL245C	53.0	724.0
YNL246W	32.0	276.0
YNL247W	33.0	141.0
YNL248C	44.0	202.0
YNL249C	122.0	577.0
YNL250W	42.0	520.0
YNL251C	272.0	77.0
YNL252C	20.0	115.0
YNL253W	601.0	184.0
YNL254C	53.0	954.0
YNL255C	65.0	251.0
YNL256W	85.0	84.0
YNL257C	101.0	76.0
YNL258C	8.0	121.0
YNL259C	45.0	115.0
YNL260C		356.0
YNL261W	71.0	125.0
YNL262W	27.0	194.0
YNL263C	143.0	103.0
YNL264C	32.0	140.0
YNL265C	51.0	144.0
YNL267W	84.0	240.0
YNL268W	370.0	270.0
YNL270C	43.0	94.0
YNL271C	258.0	176.0
YNL272C	145.0	142.0
YNL273W	60.0	91.0
YNL274C	58.0	135.0
YNL275W	212.0	100.0
YNL277W	359.0	120.0
YNL277W-A	7.0	311.0
YNL278W	189.0	198.0
YNL279W		247.0
YNL280C	73.0	110.0
YNL281W	804.0	194.0
YNL282W	187.0	819.0
YNL283C	792.0	52.0
YNL284C		91.0
YNL284C-A		2395.0
YNL284C-B		311.0
YNL286W	117.0	98.0
YNL287W	189.0	236.0
YNL288W	154.0	153.0
YNL289W	83.0	133.0
YNL290W	40.0	111.0
YNL291C	225.0	131.0
YNL292W	30.0	139.0
YNL293W	26.0	105.0
YNL294C	179.0	213.0
YNL295W	164.0	187.0
YNL297C	47.0	233.0
YNL298W	221.0	105.0
YNL299W		48.0
YNL300W	97.0	257.0
YNL301C	56.0	162.0
YNL302C	30.0	165.0
YNL304W	53.0	135.0
YNL305C	40.0	100.0
YNL306W	29.0	860.0
YNL307C	166.0	341.0
YNL308C	41.0	137.0
YNL309W	65.0	191.0
YNL310C	1331.0	94.0
YNL311C	30.0	211.0
YNL312W	42.0	93.0
YNL313C	36.0	102.0
YNL314W	56.0	119.0
YNL315C	25.0	103.0
YNL316C	56.0	51.0
YNL317W	35.0	105.0
YNL318C		29.0
YNL320W	89.0	133.0
YNL321W	26.0	146.0
YNL322C	39.0	91.0
YNL323W	65.0	119.0
YNL325C	9.0	97.0
YNL326C	57.0	175.0
YNL327W	31.0	119.0
YNL328C	360.0	3343.0
YNL329C	673.0	83.0
YNL330C	44.0	55.0
YNL331C	576.0	219.0
YNL332W		148.0
YNL333W	578.0	143.0
YNL334C	33.0	956.0
YNL335W	340.0	117.0
YNL336W	7.0	79.0
YNL339C		79.0
YNR001C	144.0	199.0
YNR002C	59.0	196.0
YNR003C	37.0	102.0
YNR004W	28.0	416.0
YNR006W	21.0	142.0
YNR007C	42.0	306.0
YNR008W	108.0	244.0
YNR009W	90.0	157.0
YNR010W	98.0	137.0
YNR011C	27.0	169.0
YNR012W	94.0	79.0
YNR013C	117.0	123.0
YNR014W	54.0	163.0
YNR015W	25.0	118.0
YNR016C	447.0	118.0
YNR017W	615.0	175.0
YNR018W	79.0	119.0
YNR019W	53.0	135.0
YNR020C		88.0
YNR021W	58.0	193.0
YNR022C	33.0	133.0
YNR023W	54.0	105.0
YNR024W	16.0	197.0
YNR026C	51.0	338.0
YNR027W	40.0	236.0
YNR028W	168.0	92.0
YNR029C	52.0	115.0
YNR030W	96.0	215.0
YNR031C	294.0	113.0
YNR032C-A	50.0	104.0
YNR032W	167.0	133.0
YNR033W	229.0	69.0
YNR034W	106.0	255.0
YNR034W-A	209.0	117.0
YNR035C	45.0	73.0
YNR036C	15.0	164.0
YNR037C	16.0	115.0
YNR038W	23.0	158.0
YNR039C	47.0	83.0
YNR040W	12.0	208.0
YNR041C	55.0	81.0
YNR043W	46.0	533.0
YNR044W	177.0	67.0
YNR045W	69.0	52.0
YNR046W	1670.0	144.0
YNR047W	65.0	215.0
YNR048W	59.0	194.0
YNR049C	210.0	1771.0
YNR050C	39.0	116.0
YNR051C	754.0	491.0
YNR052C	135.0	41.0
YNR053C	54.0	191.0
YNR054C	44.0	46.0
YNR055C	457.0	88.0
YNR056C	781.0	147.0
YNR057C	15.0	96.0
YNR058W	214.0	115.0
YNR059W	169.0	99.0
YNR060W		65.0
YNR061C	86.0	323.0
YNR062C		237.0
YNR063W	45.0	
YNR064C	11.0	246.0
YNR065C	1322.0	85.0
YNR066C	50.0	3439.0
YNR067C	50.0	102.0
YNR068C	3131.0	246.0
YNR069C	1424.0	1332.0
YNR070W	168.0	847.0
YNR071C	438.0	115.0
YNR072W	881.0	130.0
YNR073C		228.0
YNR074C	493.0	91.0
YNR075W	30.0	1378.0
YNR076W	2032.0	138.0
YOL001W	673.0	140.0
YOL002C	234.0	59.0
YOL003C	40.0	186.0
YOL004W	201.0	127.0
YOL005C	39.0	37.0
YOL006C	163.0	117.0
YOL007C	82.0	361.0
YOL008W	39.0	160.0
YOL009C	195.0	63.0
YOL010W	70.0	104.0
YOL011W	756.0	286.0
YOL012C	121.0	162.0
YOL013C	158.0	59.0
YOL013W-A		133.0
YOL014W	196.0	244.0
YOL015W	709.0	140.0
YOL016C	106.0	122.0
YOL017W	318.0	98.0
YOL018C	65.0	186.0
YOL019W	162.0	264.0
YOL020W	188.0	141.0
YOL021C	53.0	123.0
YOL022C	41.0	103.0
YOL023W	37.0	159.0
YOL024W	2209.0	41.0
YOL025W	91.0	94.0
YOL026C	34.0	102.0
YOL027C	23.0	51.0
YOL028C	238.0	923.0
YOL029C	1188.0	105.0
YOL030W	62.0	182.0
YOL031C	84.0	102.0
YOL032W	96.0	39.0
YOL033W	58.0	145.0
YOL034W	31.0	98.0
YOL036W	100.0	152.0
YOL038C-A	73.0	191.0
YOL038W	34.0	65.0
YOL039W	53.0	216.0
YOL040C	52.0	125.0
YOL041C	74.0	148.0
YOL042W	642.0	256.0
YOL043C	83.0	90.0
YOL044W	77.0	62.0
YOL045W	187.0	134.0
YOL047C		119.0
YOL048C	179.0	74.0
YOL049W	59.0	130.0
YOL051W	190.0	230.0
YOL052C	58.0	137.0
YOL052C-A	50.0	289.0
YOL053W	9.0	140.0
YOL054W	104.0	193.0
YOL055C	153.0	97.0
YOL056W	48.0	174.0
YOL057W	48.0	146.0
YOL058W	72.0	155.0
YOL059W	50.0	283.0
YOL060C	66.0	204.0
YOL061W	72.0	149.0
YOL062C	20.0	69.0
YOL063C	73.0	53.0
YOL064C	38.0	107.0
YOL065C	32.0	166.0
YOL066C	65.0	75.0
YOL067C	52.0	1971.0
YOL068C	691.0	443.0
YOL069W	35.0	846.0
YOL070C	12.0	259.0
YOL071W	149.0	157.0
YOL072W	34.0	141.0
YOL073C	36.0	53.0
YOL075C	108.0	200.0
YOL076W	31.0	814.0
YOL077C	81.0	63.0
YOL077W-A	40.0	133.0
YOL078W	65.0	96.0
YOL080C	44.0	159.0
YOL081W	296.0	176.0
YOL082W	298.0	100.0
YOL083W	98.0	98.0
YOL084W	117.0	142.0
YOL085C		2218.0
YOL086C	1063.0	99.0
YOL086W-A	57.0	97.0
YOL087C	267.0	264.0
YOL088C	115.0	168.0
YOL089C	235.0	180.0
YOL090W	63.0	100.0
YOL091W		83.0
YOL092W	44.0	45.0
YOL093W	50.0	108.0
YOL094C	72.0	49.0
YOL095C	55.0	85.0
YOL096C	29.0	119.0
YOL097C	21.0	198.0
YOL097W-A	151.0	122.0
YOL098C	111.0	279.0
YOL100W	266.0	61.0
YOL101C	397.0	99.0
YOL102C	19.0	109.0
YOL103W	221.0	187.0
YOL103W-A		2425.0
YOL103W-B		342.0
YOL104C	354.0	118.0
YOL105C	271.0	116.0
YOL107W	896.0	454.0
YOL108C	45.0	220.0
YOL109W	95.0	185.0
YOL110W	12.0	166.0
YOL111C	154.0	72.0
YOL112W	181.0	92.0
YOL113W	142.0	97.0
YOL114C	17.0	92.0
YOL115W	66.0	104.0
YOL116W	2295.0	264.0
YOL117W	37.0	1692.0
YOL118C	490.0	226.0
YOL119C	68.0	149.0
YOL120C	36.0	99.0
YOL121C	91.0	78.0
YOL122C	38.0	181.0
YOL123W	366.0	141.0
YOL124C	23.0	158.0
YOL125W	375.0	38.0
YOL126C	87.0	241.0
YOL127W	335.0	104.0
YOL128C	102.0	233.0
YOL129W	48.0	151.0
YOL130W	728.0	381.0
YOL131W	21.0	350.0
YOL132W		81.0
YOL133W	72.0	420.0
YOL135C	53.0	129.0
YOL136C	263.0	332.0
YOL137W	473.0	256.0
YOL138C	39.0	134.0
YOL139C	90.0	113.0
YOL140W	254.0	88.0
YOL141W		249.0
YOL142W	229.0	65.0
YOL143C	53.0	113.0
YOL144W	61.0	63.0
YOL145C	86.0	118.0
YOL146W	17.0	92.0
YOL147C	31.0	153.0
YOL148C	60.0	
YOL151W	17.0	68.0
YOL152W	13.0	122.0
YOL154W	1143.0	115.0
YOL155C	86.0	133.0
YOL155W-A	423.0	
YOL156W		131.0
YOL157C	238.0	106.0
YOL158C	192.0	147.0
YOL159C	44.0	180.0
YOL159C-A	27.0	541.0
YOL160W		139.0
YOL162W	1272.0	48.0
YOL163W	750.0	357.0
YOL164W		168.0
YOL164W-A		598.0
YOR001W	45.0	129.0
YOR002W	51.0	413.0
YOR003W	528.0	309.0
YOR004W	233.0	136.0
YOR005C	311.0	120.0
YOR006C	67.0	89.0
YOR007C	79.0	157.0
YOR008C	258.0	316.0
YOR009W	1484.0	137.0
YOR010C	360.0	112.0
YOR011W	359.0	86.0
YOR012W	51.0	331.0
YOR014W	251.0	301.0
YOR015W	2570.0	104.0
YOR016C	138.0	161.0
YOR017W	62.0	154.0
YOR018W	69.0	171.0
YOR019W	103.0	217.0
YOR020C	66.0	104.0
YOR020W-A	220.0	195.0
YOR021C	30.0	155.0
YOR022C	20.0	8.0
YOR023C	101.0	54.0
YOR025W	19.0	141.0
YOR026W	1581.0	192.0
YOR027W	78.0	129.0
YOR028C	89.0	327.0
YOR030W	135.0	866.0
YOR032C	117.0	252.0
YOR032W-A	2476.0	90.0
YOR033C	128.0	85.0
YOR034C	288.0	280.0
YOR034C-A	2469.0	240.0
YOR035C	33.0	179.0
YOR036W	17.0	71.0
YOR037W	160.0	99.0
YOR038C	51.0	113.0
YOR039W	166.0	298.0
YOR040W	264.0	241.0
YOR042W	99.0	51.0
YOR043W	665.0	159.0
YOR044W	299.0	220.0
YOR045W	39.0	157.0
YOR046C	42.0	58.0
YOR047C		3671.0
YOR048C	60.0	175.0
YOR049C	212.0	275.0
YOR051C	220.0	178.0
